orientation,1
timestamp_nanosecond,local_timestamp_milliseconds,accel_x_mps2,accel_y_mps2,accel_z_mps2,rotation_x_sin_theta_by_2,rotation_y_sin_theta_by_2,rotation_z_sin_theta_by_2,rotation_cos_theta_by_2,angvelocity_x_radps,angvelocity_y_radps,angvelocity_z_radps,yaw,pitch,roll,bbi
1622750245019,1622750245019,9.922438,-0.09212367,-0.27786654,-0.7126818,-0.067565225,-0.69412434,0.07557123,-0.0,7.635591E-4,1.5271181E-4,2.9401214,0.009280474,-1.5987929,
1622750245119,1622750245119,9.97149,-0.111266255,-0.2730809,-0.71286637,-0.067306735,-0.69398314,0.075357296,6.1084726E-4,7.635591E-4,3.0542363E-4,2.9291804,0.011153793,-1.5981756,
1622750245219,1622750245219,10.054043,-0.101694964,-0.2204388,-0.71284235,-0.067310326,-0.6940019,0.07540867,-0.0,4.5813544E-4,-1.5271181E-4,2.9175286,0.010112058,-1.5927182,
1622750245319,1622750245319,9.995419,-0.15194423,-0.2623132,-0.7127759,-0.0675399,-0.6940511,0.075378925,-0.0,-3.0542363E-4,3.0542363E-4,2.9241521,0.015194987,-1.5970336,
1622750245418,1622750245419,10.036097,-0.17108682,-0.285045,-0.71267223,-0.06765939,-0.69413066,0.07551925,1.5271181E-4,-3.0542363E-4,3.0542363E-4,2.9266548,0.017038628,-1.5991907,
1622750245519,1622750245519,10.0372925,-0.11724831,-0.2635096,-0.7127054,-0.0675028,-0.6941067,0.07556693,-3.0542363E-4,7.635591E-4,6.1084726E-4,2.9278538,0.011676715,-1.5970434,
1622750245620,1622750245620,10.049257,-0.10887343,-0.21445672,-0.71283215,-0.06734389,-0.6940095,0.075405344,-3.0542363E-4,7.635591E-4,1.5271181E-4,2.9185658,0.010831088,-1.5921336,
1622750245721,1622750245721,10.0061865,-0.148355,-0.23718855,-0.7127946,-0.06747784,-0.6940372,0.0753853,-3.0542363E-4,3.0542363E-4,1.5271181E-4,2.9261696,0.01482108,-1.5944961,
1622750245822,1622750245823,10.00499,-0.14237295,-0.285045,-0.712691,-0.06760445,-0.69411665,0.07551985,1.5271181E-4,-0.0012216945,-9.162709E-4,2.9356701,0.014223463,-1.5992789,
1622750245923,1622750245923,10.019346,-0.10049855,-0.2324029,-0.71264654,-0.067617185,-0.6941512,0.07560999,9.162709E-4,3.0542363E-4,-4.5813544E-4,2.9273207,0.010027417,-1.5939876,
1622750246023,1622750246023,10.062417,-0.104087785,-0.2216352,-0.7127521,-0.06743884,-0.69407094,0.07551162,1.5271181E-4,7.635591E-4,1.5271181E-4,2.9220595,0.010341336,-1.5928189,
1622750246123,1622750246124,10.0672035,-0.16749759,-0.24077778,-0.7127693,-0.067427605,-0.6940576,0.0754816,4.5813544E-4,0.0,0.0010689828,2.9297283,0.016631657,-1.5947088,
1622750246223,1622750246224,9.991829,-0.14476576,-0.26111677,-0.712725,-0.067623995,-0.69408983,0.07542793,-3.0542363E-4,-9.162709E-4,7.635591E-4,2.9324713,0.014482458,-1.5969235,
1622750246324,1622750246324,10.04806,-0.18185452,-0.2623132,-0.7126406,-0.0676315,-0.6941557,0.075612254,-0.0,-4.5813544E-4,3.0542363E-4,2.9298518,0.018090332,-1.5968963,
1622750246424,1622750246425,10.080363,-0.13519448,-0.22881366,-0.7126953,-0.06756263,-0.6941138,0.07554285,-3.0542363E-4,3.0542363E-4,-9.162709E-4,2.9270747,0.01340741,-1.5934914,
1622750246525,1622750246525,10.036097,-0.11964113,-0.25752753,-0.71272933,-0.06749939,-0.694088,0.075515635,-0.0,3.0542363E-4,-4.5813544E-4,2.9288583,0.0119165955,-1.5964508,
1622750246626,1622750246627,9.996614,-0.16031912,-0.24197419,-0.7128338,-0.067407936,-0.6940074,0.07535153,1.5271181E-4,0.0,-1.5271181E-4,2.9240758,0.016031273,-1.5949972,
1622750246727,1622750246727,10.00499,-0.124426775,-0.28384858,-0.71271884,-0.06759287,-0.694095,0.07546611,-7.635591E-4,0.0,6.1084726E-4,2.9290648,0.012430831,-1.5991595,
1622750246828,1622750246828,10.080363,-0.13280165,-0.27667013,-0.7126315,-0.067716025,-0.6941617,0.07556662,-3.0542363E-4,-4.5813544E-4,-4.5813544E-4,2.9279459,0.013168572,-1.5982358,
1622750246927,1622750246928,9.981061,-0.148355,-0.29102704,-0.7128043,-0.06747189,-0.6940297,0.07536804,-0.0,7.635591E-4,6.1084726E-4,2.9274836,0.0148562435,-1.599946,
1622750247028,1622750247028,9.98824,-0.12921242,-0.22642085,-0.7128251,-0.06749945,-0.69401306,0.075299606,-0.0,0.0,-0.0010689828,2.9148839,0.012932411,-1.5934612,
1622750247130,1622750247131,10.0576315,-0.15194423,-0.24436702,-0.7127478,-0.06754094,-0.694073,0.07544148,-3.0542363E-4,-7.635591E-4,0.0010689828,2.9196496,0.015101751,-1.5950882,
1622750247231,1622750247231,10.040882,-0.12083755,-0.28025934,-0.71263176,-0.06772726,-0.6941614,0.07555739,1.5271181E-4,-3.0542363E-4,3.0542363E-4,2.9282887,0.012029289,-1.5987009,
1622750247332,1622750247332,9.952348,-0.14237295,-0.25992036,-0.7126522,-0.06769341,-0.69414586,0.075537756,-3.0542363E-4,-3.0542363E-4,6.1084726E-4,2.9255166,0.0142996125,-1.5969069,
1622750247433,1622750247433,10.014561,-0.11724831,-0.2515455,-0.71275836,-0.06751481,-0.6940651,0.07543808,-3.0542363E-4,3.0542363E-4,-4.5813544E-4,2.928524,0.011703557,-1.595909,
1622750247534,1622750247534,10.109077,-0.10289137,-0.2335993,-0.71274424,-0.06753291,-0.69407594,0.07545579,-7.635591E-4,-4.5813544E-4,-1.5271181E-4,2.9290338,0.01017505,-1.5939001,
1622750247635,1622750247636,10.016953,-0.12801601,-0.25872394,-0.71264195,-0.06765318,-0.6941544,0.0755923,-3.0542363E-4,-4.5813544E-4,-6.1084726E-4,2.9350512,0.012774979,-1.5966192,
1622750247736,1622750247736,9.97149,-0.17706887,-0.25393832,-0.71261257,-0.06772877,-0.6941764,0.07559939,4.5813544E-4,0.0,7.635591E-4,2.9395356,0.017749893,-1.5962572,
1622750247836,1622750247837,10.039685,-0.15553348,-0.25633112,-0.71273255,-0.06759364,-0.6940843,0.07543462,-0.0,3.0542363E-4,-1.5271181E-4,2.9337358,0.015485582,-1.5963225,
1622750247937,1622750247938,10.100702,-0.1794617,-0.23838496,-0.7127722,-0.06750707,-0.6940544,0.07541304,-6.1084726E-4,0.0,3.0542363E-4,2.9322724,0.017760437,-1.5943928,
1622750248038,1622750248038,10.009775,-0.12203395,-0.2204388,-0.71271026,-0.06750797,-0.6941028,0.07555189,-3.0542363E-4,-4.5813544E-4,-9.162709E-4,2.9220343,0.012187919,-1.5928152,
1622750248139,1622750248139,9.946365,-0.124426775,-0.30299118,-0.7126642,-0.06755468,-0.6941382,0.075619094,-3.0542363E-4,3.0542363E-4,-1.5271181E-4,2.9302387,0.012503321,-1.6012495,
1622750248240,1622750248240,10.138988,-0.12921242,-0.22402802,-0.7126806,-0.067595705,-0.6941249,0.075550094,-6.1084726E-4,3.0542363E-4,3.0542363E-4,2.9184833,0.012740316,-1.5928885,
1622750248341,1622750248341,10.014561,-0.13040884,-0.24556342,-0.71272594,-0.067548536,-0.69409,0.07548475,6.1084726E-4,4.5813544E-4,-4.5813544E-4,2.921228,0.013017274,-1.595312,
1622750248442,1622750248442,9.960723,-0.16031912,-0.24915266,-0.7127287,-0.06753165,-0.6940881,0.075491816,1.5271181E-4,-3.0542363E-4,7.635591E-4,2.9187653,0.016088707,-1.5958046,
1622750248543,1622750248543,9.966704,-0.17706887,-0.24795625,-0.71267676,-0.06753748,-0.69412863,0.07560427,-6.1084726E-4,-4.5813544E-4,7.635591E-4,2.9211671,0.017758677,-1.5956696,
1622750248644,1622750248644,10.069596,-0.17467605,-0.26111677,-0.7126662,-0.06759491,-0.69413614,0.075583115,-3.0542363E-4,0.0,6.1084726E-4,2.9227014,0.01733931,-1.5967218,
1622750248744,1622750248745,10.043275,-0.15792629,-0.23838496,-0.71272486,-0.067512535,-0.6940913,0.0755154,-0.0010689828,3.0542363E-4,1.5271181E-4,2.917967,0.01571886,-1.5945276,
1622750248844,1622750248845,9.996614,-0.18664017,-0.25872394,-0.71272343,-0.067572735,-0.6940917,0.07547153,-0.0,4.5813544E-4,1.5271181E-4,2.9263237,0.018661922,-1.5966717,
1622750248945,1622750248945,10.014561,-0.17706887,-0.26949164,-0.7127078,-0.06759237,-0.69410366,0.07549139,4.5813544E-4,0.0,7.635591E-4,2.931384,0.017672904,-1.5976998,
1622750249045,1622750249046,9.996614,-0.12083755,-0.28145576,-0.7126554,-0.067648046,-0.69414395,0.07556597,-0.0,3.0542363E-4,-1.5271181E-4,2.9328833,0.01208247,-1.598944,
1622750249146,1622750249146,10.043275,-0.17467605,-0.24675983,-0.71267825,-0.06757806,-0.6941269,0.07556914,-3.0542363E-4,-3.0542363E-4,1.5271181E-4,2.9291055,0.017385341,-1.595361,
1622750249246,1622750249246,10.060024,-0.1471586,-0.23718855,-0.71272796,-0.06762171,-0.69408756,0.07542306,-3.0542363E-4,3.0542363E-4,1.5271181E-4,2.9290798,0.014622949,-1.5943693,
1622750249347,1622750249347,10.013365,-0.16869399,-0.26470602,-0.712683,-0.067646876,-0.6941224,0.075504646,6.1084726E-4,0.0,7.635591E-4,2.9320679,0.01683941,-1.5972254,
