c_segid,c_id,c_radius,c_devangle,c_length,c_pc_x,c_pc_y,c_pt_x,c_pt_y,g_rcd,g_rte_typ,g_rte_cod,g_rte_numb,g_rte_suff,g_spd_limt,g_aadt,g_aadt_adj,p_bbi_max,p_bbi_95th,p_pc_alti,p_mid_alti,p_pt_alti,p_spd_limt,p_adv_sped,p_sped_dif,p_colldate,geometry,c_c_x,c_c_y
0017_D1_2,49.0,696.04803,30.32057,368.34425,-83.7496264043,34.7339565293,-83.7495541031,34.734980429,3111001700I,1,311,0017,00,45,2110,2110.0,8.52428571429,7.64714285714,1548.22834881,1543.63517295,1541.33858502,45.0,47.7062534427,0.0,12/24/2017,"LINESTRING Z (2421878.203697322 1722410.695774139 0, 2421881.143529042 1722419.87189588 0, 2421884.08336076 1722429.048017619 0, 2421887.023192482 1722438.224139358 0, 2421889.963024198 1722447.4002611 0, 2421892.902855913 1722456.576382838 0, 2421895.307788773 1722466.197098503 0, 2421897.712721624 1722475.817814171 0, 2421900.117654478 1722485.438529839 0, 2421902.522587333 1722495.059245504 0, 2421903.948240649 1722504.395775388 0, 2421905.373893965 1722513.732305267 0, 2421906.799547284 1722523.068835151 0, 2421908.2252006 1722532.405365037 0, 2421909.650853916 1722541.741894915 0, 2421910.363647765 1722550.152048701 0, 2421911.076441619 1722558.562202484 0, 2421911.789235467 1722566.972356268 0, 2421912.502029323 1722575.382510053 0, 2421913.214823167 1722583.792663834 0, 2421913.143038533 1722593.199600402 0, 2421913.071253902 1722602.606536968 0, 2421912.999469265 1722612.013473536 0, 2421912.927684639 1722621.420410101 0, 2421912.855899997 1722630.827346668 0, 2421912.228276582 1722640.695218444 0, 2421911.600653165 1722650.563090222 0, 2421910.97302975 1722660.430962 0, 2421910.345406336 1722670.298833775 0, 2421909.717782918 1722680.166705553 0, 2421909.090159496 1722690.034577332 0, 2421908.489832619 1722698.64722415 0, 2421907.889505737 1722707.259870967 0, 2421907.28917885 1722715.872517782 0, 2421906.688851969 1722724.485164598 0, 2421906.088525083 1722733.097811414 0, 2421904.947713715 1722741.29438295 0, 2421903.806902349 1722749.490954481 0, 2421902.666090983 1722757.687526016 0, 2421901.525279615 1722765.884097551 0, 2421900.384468251 1722774.080669082 0)",-83.75181840978317,34.7345756745453
0017_D1_2,95.0,786.41638,44.75238,614.25122,-83.739145042,34.8182159567,-83.7382016659,34.8196953371,2811001700I,1,281,0017,00,45,1730,1730.0,5.85142857143,5.34214285715,2469.16010874,2493.438324,2514.76378335,45.0,44.1502306074,0.849769392572,12/23/2017,"LINESTRING Z (2424896.718370583 1753088.560722417 0, 2424903.727542915 1753093.397819042 0, 2424910.736715248 1753098.234915666 0, 2424917.440113917 1753104.208328916 0, 2424923.890013529 1753110.229204891 0, 2424930.339913141 1753116.250080864 0, 2424936.789812751 1753122.270956836 0, 2424943.029629666 1753128.507821003 0, 2424949.269446583 1753134.74468517 0, 2424955.509263497 1753140.981549337 0, 2424962.136109391 1753148.105441477 0, 2424968.762955281 1753155.229333613 0, 2424975.389801167 1753162.353225752 0, 2424981.742588114 1753169.721102531 0, 2424988.095375055 1753177.088979308 0, 2424994.448162001 1753184.456856087 0, 2425000.516610055 1753192.062046476 0, 2425006.58505811 1753199.667236865 0, 2425012.653506166 1753207.272427252 0, 2425018.430069416 1753215.101261114 0, 2425024.206632668 1753222.930094976 0, 2425029.98319592 1753230.758928836 0, 2425035.38027611 1753238.679188587 0, 2425040.777356309 1753246.599448339 0, 2425046.174436503 1753254.51970809 0, 2425051.270664281 1753262.637583364 0, 2425056.366892057 1753270.755458638 0, 2425061.463119836 1753278.873333916 0, 2425066.252917777 1753287.174826498 0, 2425071.042715728 1753295.476319083 0, 2425075.832513666 1753303.777811667 0, 2425080.310304363 1753312.251766725 0, 2425084.788095057 1753320.725721777 0, 2425089.265885755 1753329.199676834 0, 2425093.422701584 1753337.836033139 0, 2425097.579517417 1753346.472389447 0, 2425101.736333252 1753355.108745752 0, 2425105.56878403 1753363.893614448 0, 2425109.401234807 1753372.678483143 0, 2425113.233685581 1753381.463351839 0, 2425116.734990919 1753390.384593837 0, 2425120.236296251 1753399.305835838 0, 2425123.737601586 1753408.227077837 0, 2425126.903715111 1753417.274194471 0, 2425130.06982864 1753426.321311112 0, 2425133.235942165 1753435.368427755 0, 2425135.50201375 1753442.362180165 0, 2425137.706733752 1753451.189196634 0, 2425139.911453752 1753460.0162131 0, 2425142.116173751 1753468.843229566 0, 2425144.320893747 1753477.670246034 0, 2425146.525613749 1753486.4972625 0, 2425148.642120347 1753495.689665375 0, 2425150.758626938 1753504.882068249 0, 2425152.875133532 1753514.074471123 0, 2425154.991640128 1753523.266874002 0, 2425157.108146722 1753532.459276875 0, 2425159.224653314 1753541.651679751 0, 2425161.341159909 1753550.844082624 0, 2425163.457666501 1753560.036485501 0, 2425165.472238774 1753569.769124455 0, 2425167.486811047 1753579.501763406 0, 2425169.501383322 1753589.234402358 0, 2425171.515955598 1753598.967041314 0, 2425173.530527871 1753608.699680266 0, 2425175.545100146 1753618.432319221 0)",-83.74081201406862,34.81988312684237
0017_D1_2,4.0,1369.36976,28.50256,681.21153,-83.493135162,34.612625758,-83.4953500089,34.6122035435,1371001700I,1,137,0017,00,55,5230,5230.0,4.85857142857,4.46071428571,1459.64567151,1462.59842742,1459.31758752,55.0,71.2073561148,0.0,12/13/2017,"LINESTRING Z (2499234.324770727 1678672.602541359 0, 2499224.379490579 1678672.579144515 0, 2499214.434210433 1678672.555747669 0, 2499204.488930288 1678672.532350824 0, 2499194.543650145 1678672.508953979 0, 2499184.598369999 1678672.485557134 0, 2499174.653089854 1678672.462160289 0, 2499164.707809707 1678672.438763445 0, 2499154.762529561 1678672.415366601 0, 2499144.817249416 1678672.391969755 0, 2499135.348846437 1678672.112114671 0, 2499125.880443459 1678671.832259589 0, 2499116.41204048 1678671.552404508 0, 2499106.943637503 1678671.272549421 0, 2499097.475234524 1678670.992694337 0, 2499088.006831543 1678670.712839254 0, 2499078.53842856 1678670.43298417 0, 2499069.070025584 1678670.153129087 0, 2499059.573799316 1678668.326980799 0, 2499050.077573051 1678666.500832509 0, 2499040.58134678 1678664.674684225 0, 2499031.085120512 1678662.848535937 0, 2499021.588894244 1678661.022387648 0, 2499012.092667976 1678659.196239361 0, 2499002.596441704 1678657.370091076 0, 2498993.100215437 1678655.54394279 0, 2498983.603989169 1678653.717794501 0, 2498974.097522214 1678651.623562873 0, 2498964.591055257 1678649.529331244 0, 2498955.084588303 1678647.435099616 0, 2498945.578121347 1678645.340867987 0, 2498936.071654394 1678643.246636362 0, 2498926.565187439 1678641.152404732 0, 2498917.058720483 1678639.058173104 0, 2498907.552253529 1678636.963941477 0, 2498898.045786574 1678634.869709849 0, 2498888.539319617 1678632.775478222 0, 2498879.032852662 1678630.681246594 0, 2498869.526385706 1678628.587014966 0, 2498860.019918752 1678626.492783338 0, 2498852.295934856 1678624.79126115 0, 2498844.57195096 1678623.089738962 0, 2498836.847967062 1678621.388216773 0, 2498829.123983168 1678619.686694586 0, 2498820.147084172 1678616.483804477 0, 2498811.170185183 1678613.280914369 0, 2498802.193286185 1678610.078024263 0, 2498793.21638719 1678606.875134155 0, 2498784.239488198 1678603.67224405 0, 2498775.262589197 1678600.469353942 0, 2498766.28569021 1678597.266463833 0, 2498757.308791215 1678594.063573729 0, 2498748.331892218 1678590.860683621 0, 2498739.354993228 1678587.657793514 0, 2498730.378094233 1678584.454903407 0, 2498721.40119524 1678581.252013298 0, 2498712.424296243 1678578.049123192 0, 2498703.447397252 1678574.846233084 0, 2498694.475724151 1678570.85788804 0, 2498685.504051059 1678566.869543004 0, 2498676.532377966 1678562.881197962 0, 2498667.560704869 1678558.892852921 0, 2498658.589031774 1678554.904507878 0, 2498649.61735868 1678550.916162837 0, 2498640.645685583 1678546.927817796 0, 2498631.674012488 1678542.939472755 0, 2498622.702339387 1678538.951127714 0, 2498613.730666298 1678534.962782675 0, 2498604.758993204 1678530.974437631 0, 2498595.787320106 1678526.986092589 0, 2498586.81564701 1678522.997747548 0, 2498577.843973916 1678519.009402505 0)",-83.4932526066097,34.60886432102058
0017_D1_2,45.0,632.89008,44.79378,494.79274,-83.7499883348,34.723990532,-83.7511751444,34.724913649,3111001700I,1,311,0017,00,45,2110,2110.0,3.30571428571,3.02964285714,1496.39107839,1500.00000228,1504.92126213,45.0,51.1290058289,0.0,12/24/2017,"LINESTRING Z (2421784.491983503 1718783.336631613 0, 2421776.164572333 1718787.640630675 0, 2421767.837161168 1718791.944629739 0, 2421759.50975 1718796.248628802 0, 2421751.182338833 1718800.552627869 0, 2421742.854927669 1718804.856626931 0, 2421734.527516497 1718809.160625994 0, 2421726.200105335 1718813.464625062 0, 2421717.872694169 1718817.768624123 0, 2421709.545283002 1718822.072623188 0, 2421701.217871835 1718826.376622253 0, 2421693.872085997 1718830.033111003 0, 2421686.52630017 1718833.689599751 0, 2421679.489076705 1718837.876599252 0, 2421672.451853251 1718842.063598753 0, 2421665.5827725 1718846.539147543 0, 2421658.713691751 1718851.014696338 0, 2421651.916953376 1718855.608355128 0, 2421645.120215002 1718860.202013918 0, 2421638.361452274 1718864.847017752 0, 2421631.602689543 1718869.492021587 0, 2421624.843926816 1718874.13702542 0, 2421618.085164084 1718878.782029257 0, 2421611.399645959 1718883.531035505 0, 2421604.714127834 1718888.280041756 0, 2421598.161975587 1718893.199487297 0, 2421591.609823334 1718898.118932835 0, 2421585.161673503 1718903.194874127 0, 2421578.713523667 1718908.270815415 0, 2421574.099687749 1718913.253417 0, 2421569.485851835 1718918.236018583 0, 2421562.539452778 1718925.42060614 0, 2421555.593053727 1718932.605193694 0, 2421548.646654669 1718939.789781249 0, 2421542.036431668 1718946.97572488 0, 2421535.426208668 1718954.161668517 0, 2421528.815985668 1718961.347612149 0, 2421522.205762668 1718968.533555782 0, 2421515.595539668 1718975.719499415 0, 2421510.745483752 1718982.006396291 0, 2421505.895427834 1718988.293293167 0, 2421501.045371918 1718994.58019004 0, 2421496.195316003 1719000.867086917 0, 2421491.883152713 1719007.154147835 0, 2421487.57098942 1719013.44120875 0, 2421483.258826131 1719019.728269667 0, 2421478.946662836 1719026.015330583 0, 2421473.773313606 1719034.206784017 0, 2421468.599964367 1719042.398237451 0, 2421463.426615135 1719050.589690887 0, 2421458.253265901 1719058.781144321 0, 2421453.079916665 1719066.972597754 0, 2421449.128234938 1719074.15811488 0, 2421445.176553208 1719081.343632005 0, 2421441.224871479 1719088.529149129 0, 2421437.27318975 1719095.714666256 0, 2421433.680841289 1719103.079644963 0, 2421430.088492837 1719110.444623672 0)",-83.7492499764171,34.7256192278154
0017_D1_2,72.0,105.53686,121.81264,224.37471,-83.7465103113,34.7803624981,-83.7467321435,34.780854142,3111001700I,1,311,0017,00,45,2110,2110.0,12.9057142857,12.7265714286,2440.61680161,2448.49081737,2457.02100111,35.0,22.5205319121,12.4794680879,12/24/2017,"LINESTRING Z (2422743.797807669 1739303.118440634 0, 2422735.15313992 1739305.542684841 0, 2422727.915539566 1739309.161526021 0, 2422720.67793921 1739312.780367211 0, 2422713.440338856 1739316.399208395 0, 2422706.2027385 1739320.018049584 0, 2422699.427489586 1739325.0413335 0, 2422692.652240667 1739330.064617416 0, 2422685.906519251 1739335.716509005 0, 2422679.160797834 1739341.36840059 0, 2422673.93377417 1739346.911532547 0, 2422668.706750502 1739352.454664506 0, 2422665.448554917 1739359.46884011 0, 2422662.190359334 1739366.483015714 0, 2422658.932163748 1739373.497191314 0, 2422655.673968166 1739380.511366917 0, 2422655.437966889 1739388.814062474 0, 2422655.201965612 1739397.11675803 0, 2422654.965964338 1739405.419453582 0, 2422655.677084962 1739415.028686335 0, 2422656.388205585 1739424.637919084 0, 2422658.048635334 1739431.753937225 0, 2422659.709065083 1739438.869955361 0, 2422661.369494835 1739445.985973499 0, 2422664.928433472 1739455.001156696 0, 2422668.487372112 1739464.016339893 0, 2422672.046310753 1739473.031523086 0)",-83.74648077335875,34.78065146008729
0017_D1_2,27.0,779.56819,35.93579,488.9435,-83.7106142228,34.685726638,-83.7103366458,34.6870524227,3111001700I,1,311,0017,00,45,8390,8390.0,4.94571428571,4.11635714286,1372.37533017,1372.04724618,1373.68766613,45.0,57.376701425,0.0,12/24/2017,"LINESTRING Z (2433678.59603864 1704909.379084471 0, 2433682.040731374 1704917.966702178 0, 2433685.485424103 1704926.55431988 0, 2433688.930116837 1704935.141937584 0, 2433692.324912258 1704943.872563168 0, 2433695.719707681 1704952.603188752 0, 2433699.114503102 1704961.333814334 0, 2433702.509298526 1704970.064439918 0, 2433705.904093948 1704978.795065502 0, 2433709.298889372 1704987.525691087 0, 2433712.693684795 1704996.25631667 0, 2433716.088480216 1705004.986942253 0, 2433719.48327564 1705013.717567834 0, 2433722.878071061 1705022.448193419 0, 2433726.272866485 1705031.178819003 0, 2433729.667661907 1705039.909444589 0, 2433733.062457328 1705048.640070171 0, 2433736.45725275 1705057.370695755 0, 2433738.936031698 1705064.640694337 0, 2433741.414810643 1705071.910692919 0, 2433743.893589592 1705079.180691505 0, 2433745.539419627 1705087.187565249 0, 2433747.185249667 1705095.194439 0, 2433748.958474468 1705104.936086186 0, 2433750.731699269 1705114.677733369 0, 2433752.504924069 1705124.419380553 0, 2433754.278148868 1705134.161027737 0, 2433756.051373667 1705143.90267492 0, 2433756.916857501 1705153.3198969 0, 2433757.782341336 1705162.73711888 0, 2433758.647825168 1705172.15434086 0, 2433759.513309003 1705181.571562838 0, 2433760.378792835 1705190.988784816 0, 2433761.244276667 1705200.406006798 0, 2433762.109760503 1705209.823228776 0, 2433762.975244336 1705219.240450754 0, 2433763.300812365 1705228.463529422 0, 2433763.626380392 1705237.686608089 0, 2433763.951948421 1705246.909686753 0, 2433764.277516447 1705256.132765422 0, 2433764.603084476 1705265.355844088 0, 2433764.928652503 1705274.578922755 0, 2433764.711680062 1705283.802110784 0, 2433764.494707614 1705293.025298811 0, 2433764.277735169 1705302.248486838 0, 2433764.060762728 1705311.471674867 0, 2433763.843790278 1705320.694862898 0, 2433763.626817829 1705329.918050922 0, 2433763.087704011 1705338.82194096 0, 2433762.54859019 1705347.725830998 0, 2433762.009476363 1705356.629721032 0, 2433761.470362537 1705365.53361107 0, 2433760.931248708 1705374.437501108 0, 2433760.392134888 1705383.341391144 0)",-83.71290149046166,34.68673605529817
0017_D1_2,15.0,1429.87103,35.23258,879.26278,-83.617128473,34.6320925974,-83.6186949319,34.6341178232,1371001700I,1,137,0017,00,55,4610,4610.0,4.41714285714,4.0975,1445.20997595,1436.67979221,1423.8845166,55.0,68.0645763499,0.0,12/13/2017,"LINESTRING Z (2461888.36953477 1685530.870132689 0, 2461881.115202167 1685537.516690919 0, 2461873.9133793 1685544.217924234 0, 2461866.711556436 1685550.919157552 0, 2461859.509733565 1685557.620390866 0, 2461852.3079107 1685564.321624185 0, 2461845.106087835 1685571.022857502 0, 2461838.01702721 1685577.84453021 0, 2461830.927966584 1685584.666202918 0, 2461823.926121444 1685591.580668529 0, 2461816.924276307 1685598.495134139 0, 2461809.922431163 1685605.409599751 0, 2461803.0041926 1685612.406633002 0, 2461796.085954029 1685619.40366625 0, 2461789.167715461 1685626.400699504 0, 2461782.249476893 1685633.397732754 0, 2461775.331238321 1685640.394766007 0, 2461768.412999758 1685647.391799256 0, 2461761.621510711 1685654.509075045 0, 2461754.83002167 1685661.626350836 0, 2461748.776621697 1685668.098516367 0, 2461742.723221735 1685674.570681903 0, 2461736.66982177 1685681.042847437 0, 2461730.616421801 1685687.515012971 0, 2461724.563021836 1685693.987178505 0, 2461718.043595897 1685701.360687377 0, 2461711.524169961 1685708.734196252 0, 2461705.004744022 1685716.107705129 0, 2461698.485318082 1685723.481214003 0, 2461692.070960836 1685730.93969646 0, 2461685.656603584 1685738.398178921 0, 2461679.419083252 1685746.000854001 0, 2461673.362008751 1685753.749198087 0, 2461667.304934251 1685761.497542173 0, 2461661.429180474 1685769.390899086 0, 2461655.553426696 1685777.284256003 0, 2461649.677672917 1685785.177612916 0, 2461643.904812325 1685793.14792881 0, 2461638.131951728 1685801.118244705 0, 2461632.359091135 1685809.088560597 0, 2461626.586230538 1685817.058876491 0, 2461620.813369945 1685825.029192384 0, 2461615.040509347 1685832.999508279 0, 2461609.267648758 1685840.969824171 0, 2461603.616249294 1685849.024598088 0, 2461597.964849834 1685857.079372004 0, 2461592.417288751 1685865.202715338 0, 2461586.987017459 1685873.405126754 0, 2461581.556746167 1685881.607538172 0, 2461576.267550708 1685889.908866708 0, 2461570.978355252 1685898.210195252 0, 2461565.850412751 1685906.612409415 0, 2461560.72247025 1685915.014623583 0, 2461555.790885624 1685923.522808666 0, 2461550.859301003 1685932.030993752 0, 2461546.192479626 1685940.689933131 0, 2461541.525658248 1685949.348872506 0, 2461537.079254195 1685958.131116532 0, 2461532.632850142 1685966.913360561 0, 2461528.186446085 1685975.695604583 0, 2461523.84336094 1685984.526459628 0, 2461519.500275794 1685993.357314669 0, 2461515.157190646 1686002.188169711 0, 2461510.814105499 1686011.019024752 0, 2461506.632847458 1686019.925995127 0, 2461502.451589416 1686028.832965501 0, 2461498.407306168 1686037.798170671 0, 2461494.516237833 1686046.830304838 0, 2461490.822347587 1686055.946756424 0, 2461487.931933418 1686063.389244818 0, 2461485.041519252 1686070.831733211 0, 2461482.151105084 1686078.274221606 0, 2461479.260690915 1686085.716710002 0, 2461475.8960733 1686094.165717052 0, 2461472.531455686 1686102.614724106 0, 2461469.166838073 1686111.063731156 0, 2461465.802220457 1686119.512738207 0, 2461462.437602842 1686127.961745261 0, 2461459.072985233 1686136.410752312 0, 2461455.708367613 1686144.859759365 0, 2461452.343750001 1686153.308766418 0, 2461448.851677868 1686162.611522465 0, 2461445.359605739 1686171.914278511 0, 2461441.867533608 1686181.21703456 0, 2461438.375461476 1686190.519790608 0, 2461434.883389346 1686199.822546654 0, 2461431.391317213 1686209.125302702 0, 2461427.899245082 1686218.428058752 0, 2461424.641213541 1686227.713637293 0, 2461421.383182002 1686236.999215835 0, 2461418.361206417 1686246.365338841 0, 2461415.603009834 1686255.810529921 0)",-83.6140986699622,34.63512006589006
0017_D1_2,105.0,1121.2367,35.0485,685.87355,-83.7184217641,34.8747897495,-83.7187550075,34.8766469034,2811001700I,1,281,0017,00,55,3400,3400.0,4.14428571429,3.91342857143,2050.85302149,2035.10498997,2020.01312643,55.0,67.6522593951,0.0,12/23/2017,"LINESTRING Z (2431024.465379533 1773704.932344239 0, 2431020.693556469 1773714.080599075 0, 2431016.921733409 1773723.228853912 0, 2431013.149910354 1773732.377108745 0, 2431009.378087287 1773741.525363585 0, 2431005.606264227 1773750.673618419 0, 2431001.834441165 1773759.821873257 0, 2430998.161985694 1773768.426405477 0, 2430994.489530221 1773777.0309377 0, 2430990.81707475 1773785.635469923 0, 2430987.814674806 1773793.434612242 0, 2430984.81227486 1773801.23375456 0, 2430981.809874917 1773809.03289688 0, 2430978.807474971 1773816.832039198 0, 2430975.805075029 1773824.63118152 0, 2430972.802675084 1773832.430323839 0, 2430970.161276169 1773840.359879282 0, 2430967.519877251 1773848.289434725 0, 2430964.878478331 1773856.218990165 0, 2430962.237079416 1773864.148545614 0, 2430959.595680499 1773872.078101057 0, 2430956.954281583 1773880.007656499 0, 2430954.773675712 1773887.466877148 0, 2430952.593069836 1773894.926097791 0, 2430950.412463961 1773902.385318437 0, 2430948.231858082 1773909.844539082 0, 2430946.265408608 1773917.363224834 0, 2430944.298959129 1773924.881910584 0, 2430942.332509647 1773932.400596336 0, 2430940.366060167 1773939.919282088 0, 2430938.614013148 1773947.490051063 0, 2430936.861966123 1773955.060820043 0, 2430935.109919106 1773962.631589022 0, 2430933.357872083 1773970.202357999 0, 2430931.821621874 1773977.820617044 0, 2430930.285371666 1773985.438876085 0, 2430928.74912146 1773993.057135129 0, 2430927.212871247 1774000.675394169 0, 2430925.89512454 1774008.334745649 0, 2430924.577377833 1774015.994097129 0, 2430923.259631131 1774023.653448607 0, 2430921.941884417 1774031.312800086 0, 2430920.842067061 1774039.005780108 0, 2430919.742249707 1774046.69876013 0, 2430918.642432355 1774054.391740152 0, 2430917.542615 1774062.084720172 0, 2430916.662777523 1774069.806817589 0, 2430915.782940043 1774077.528915 0, 2430914.903102563 1774085.251012417 0, 2430914.023265088 1774092.973109835 0, 2430913.363407483 1774100.716122563 0, 2430912.703549877 1774108.459135296 0, 2430912.043692273 1774116.202148023 0, 2430911.383834668 1774123.945160753 0, 2430910.948550107 1774131.634285794 0, 2430910.513265538 1774139.323410833 0, 2430910.077980981 1774147.012535876 0, 2430909.642696419 1774154.701660918 0, 2430909.424356958 1774162.399398144 0, 2430909.2060175 1774170.097135377 0, 2430908.987678046 1774177.794872608 0, 2430908.769338584 1774185.492609836 0, 2430908.766713916 1774193.138181815 0, 2430908.764089253 1774200.783753793 0, 2430908.761464582 1774208.429325771 0, 2430908.758839915 1774216.074897752 0, 2430908.97389854 1774223.939711418 0, 2430909.188957168 1774231.804525084 0, 2430909.404015795 1774239.669338752 0, 2430909.619074421 1774247.534152418 0, 2430910.050504004 1774255.861563586 0, 2430910.481933584 1774264.188974755 0, 2430910.913363166 1774272.516385921 0, 2430911.34479275 1774280.843797087 0, 2430911.98455525 1774289.158084922 0, 2430912.624317748 1774297.472372751 0, 2430913.264080252 1774305.786660583 0, 2430913.903842753 1774314.100948417 0, 2430914.749231481 1774322.396945604 0, 2430915.594620208 1774330.692942788 0, 2430916.440008939 1774338.988939978 0, 2430917.285397669 1774347.284937164 0, 2430918.337642936 1774355.557066293 0, 2430919.389888208 1774363.829195417 0, 2430920.442133479 1774372.101324544 0)",-83.71506605686919,34.87614751238526
0017_D1_2,83.0,679.96156,26.99895,320.41182,-83.7429503015,34.8030587086,-83.7431016433,34.8039474213,2811001700I,1,281,0017,00,45,1730,1730.0,4.51285714286,4.42642857143,2931.10236666,2934.05512257,2940.61680237,45.0,49.2350488731,0.0,12/23/2017,"LINESTRING Z (2423777.915023862 1747567.489570912 0, 2423777.615345639 1747576.981505236 0, 2423777.315667412 1747586.473439557 0, 2423777.015989189 1747595.965373886 0, 2423776.716310966 1747605.457308208 0, 2423776.416632743 1747614.949242534 0, 2423776.116954519 1747624.44117686 0, 2423775.817276295 1747633.933111182 0, 2423775.517598072 1747643.425045505 0, 2423775.217919847 1747652.916979832 0, 2423774.918241623 1747662.408914156 0, 2423774.618563399 1747671.900848481 0, 2423774.318885175 1747681.392782805 0, 2423774.019206954 1747690.884717129 0, 2423773.71952873 1747700.376651456 0, 2423773.419850505 1747709.868585781 0, 2423773.12017228 1747719.360520103 0, 2423772.820494059 1747728.85245443 0, 2423772.520815834 1747738.344388751 0, 2423770.766423019 1747747.559265337 0, 2423769.012030202 1747756.77414192 0, 2423767.257637384 1747765.989018502 0, 2423765.503244566 1747775.203895086 0, 2423763.748851749 1747784.418771669 0, 2423761.029697083 1747793.278005919 0, 2423758.310542418 1747802.137240169 0, 2423755.591387752 1747810.996474418 0, 2423752.872233085 1747819.85570867 0, 2423750.15307842 1747828.714942922 0, 2423747.433923746 1747837.574177168 0, 2423744.714769083 1747846.433411417 0, 2423741.995614416 1747855.292645668 0, 2423739.27645975 1747864.151879916 0, 2423736.557305084 1747873.011114166 0, 2423733.838150417 1747881.870348417 0)",-83.74520341397623,34.80325077197863
0017_D1_2,32.0,350.20657,70.31396,429.77703,-83.7179465888,34.6968260801,-83.7192822978,34.6970753963,3111001700I,1,311,0017,00,35,8390,8390.0,5.41714285714,4.59707142857,1443.89763999,1426.83727251,1420.27559271,35.0,37.0289189897,0.0,12/24/2017,"LINESTRING Z (2431456.370277503 1708938.857027255 0, 2431447.246498723 1708936.559350309 0, 2431438.122719946 1708934.261673364 0, 2431428.99894117 1708931.963996419 0, 2431419.950074752 1708929.853272294 0, 2431410.901208336 1708927.742548166 0, 2431401.901390375 1708925.825721292 0, 2431392.901572417 1708923.908894419 0, 2431383.939320003 1708922.152336254 0, 2431374.994784082 1708920.540134749 0, 2431366.078627377 1708919.137742538 0, 2431357.162470667 1708917.735350333 0, 2431348.278302083 1708916.542767421 0, 2431339.414802753 1708915.524396754 0, 2431330.574597333 1708914.72190492 0, 2431321.759982417 1708914.137260423 0, 2431312.964724414 1708913.767838581 0, 2431304.195713086 1708913.617576422 0, 2431295.452620334 1708913.704846584 0, 2431286.738070834 1708914.073284172 0, 2431278.046815249 1708914.723217255 0, 2431269.384759082 1708915.64808417 0, 2431260.750590001 1708916.854446584 0, 2431252.137090169 1708918.331477754 0, 2431243.538682167 1708920.052602915 0, 2431234.946507753 1708922.025368004 0, 2431226.369097085 1708924.24255517 0, 2431217.802185084 1708926.707773336 0, 2431209.253973836 1708929.405930669 0, 2431200.751038088 1708932.324231923 0, 2431192.292721668 1708935.457755833 0, 2431183.875743749 1708938.80354967 0, 2431175.500104332 1708942.368831255 0, 2431167.190737751 1708946.153928668 0, 2431158.9929195 1708950.175246088 0, 2431150.912555083 1708954.437048584 0, 2431142.940130085 1708958.931790255 0, 2431135.08515892 1708963.662095754 0, 2431127.342064169 1708968.618450671 0, 2431119.706580752 1708973.785107002 0, 2431112.175755918 1708979.154190749 0, 2431104.752870498 1708984.729967004 0, 2431097.438580668 1708990.509483003 0, 2431090.206639751 1708996.464195505 0, 2431083.021778794 1709002.574419502 0, 2431075.836917837 1709008.684643498 0, 2431068.695856 1709014.945785836 0, 2431061.591102055 1709021.374250669 0)",-83.71840662163973,34.697710183318385
0017_D1_2,70.0,201.5459,115.99507,408.02886,-83.7454989809,34.7786254194,-83.7462315071,34.7793621561,3111001700I,1,311,0017,00,45,2110,2110.0,10.6385714286,10.375,2365.15748391,2342.5196886,2331.69291693,35.0,27.2191008274,7.78089917261,12/24/2017,"LINESTRING Z (2423050.122982417 1738672.212832731 0, 2423041.760794419 1738672.034929545 0, 2423033.39860642 1738671.857026357 0, 2423025.036418418 1738671.67912317 0, 2423016.496245209 1738672.390981983 0, 2423007.956072001 1738673.102840796 0, 2422999.415898794 1738673.814699608 0, 2422990.875725585 1738674.526558421 0, 2422983.330547108 1738676.622436776 0, 2422975.785368629 1738678.718315128 0, 2422968.240190147 1738680.814193482 0, 2422960.69501167 1738682.910071834 0, 2422953.351588035 1738686.357637116 0, 2422946.008164403 1738689.805202402 0, 2422938.664740769 1738693.252767685 0, 2422931.321317134 1738696.700332966 0, 2422923.977893502 1738700.147898251 0, 2422915.67552603 1738704.892420696 0, 2422907.373158558 1738709.636943138 0, 2422899.070791083 1738714.381465584 0, 2422892.843359312 1738719.719299397 0, 2422886.615927543 1738725.057133209 0, 2422880.388495772 1738730.394967021 0, 2422874.161064002 1738735.732800834 0, 2422868.823148167 1738741.604016124 0, 2422863.485232336 1738747.475231417 0, 2422858.147316501 1738753.346446709 0, 2422852.809400666 1738759.217662 0, 2422848.987639936 1738766.087398918 0, 2422845.165879209 1738772.957135833 0, 2422841.344118481 1738779.826872752 0, 2422837.522357745 1738786.696609669 0, 2422835.17157505 1738796.146262686 0, 2422832.820792352 1738805.595915704 0, 2422830.470009646 1738815.04556872 0, 2422828.119226953 1738824.495221736 0, 2422825.768444255 1738833.944874755 0, 2422824.913721551 1738843.907978188 0, 2422824.05899885 1738853.871081622 0, 2422823.20427615 1738863.834185056 0, 2422822.349553451 1738873.797288489 0, 2422821.494830749 1738883.76039192 0, 2422822.076413139 1738891.798433588 0, 2422822.657995529 1738899.836475252 0, 2422823.239577918 1738907.874516916 0, 2422824.318644002 1738915.493268085 0, 2422825.397710085 1738923.11201925 0, 2422826.476776169 1738930.730770414 0)",-83.74560075189625,34.77917281258309
