FID,x_ft,y_ft
2524,2484430.162,1679288.948
2525,2484415.529,1679292.245
2526,2484400.896,1679295.542
2527,2484386.263,1679298.839
2528,2484371.63,1679302.136
2529,2484356.996,1679305.433
2530,2484342.363,1679308.73
2531,2484327.73,1679312.027
2532,2484313.097,1679315.324
2533,2484298.464,1679318.621
2534,2484283.831,1679321.918
2535,2484269.198,1679325.215
2536,2484254.565,1679328.512
2537,2484239.931,1679331.809
2538,2484225.298,1679335.106
2539,2484210.665,1679338.403
2540,2484196.032,1679341.7
2541,2484181.399,1679344.997
2542,2484166.766,1679348.294
2543,2484152.133,1679351.591
2544,2484137.499,1679354.888
2545,2484122.866,1679358.185
2546,2484108.233,1679361.482
2547,2484093.596,1679364.763
2548,2484078.953,1679368.015
2549,2484064.31,1679371.267
2550,2484049.666,1679374.514
2551,2484034.985,1679377.593
2552,2484020.303,1679380.663
2553,2484005.584,1679383.554
2554,2483990.863,1679386.433
2555,2483976.124,1679389.221
2556,2483961.386,1679392.009
2557,2483946.647,1679394.797
2558,2483931.909,1679397.585
2559,2483917.17,1679400.373
2560,2483902.431,1679403.161
2561,2483887.693,1679405.949
2562,2483872.954,1679408.737
2563,2483858.216,1679411.525
2564,2483843.477,1679414.313
2565,2483828.739,1679417.102
2566,2483814.006,1679419.92
2567,2483799.277,1679422.762
2568,2483784.549,1679425.604
2569,2483769.821,1679428.446
2570,2483755.104,1679431.348
2571,2483740.393,1679434.274
2572,2483725.681,1679437.201
2573,2483710.969,1679440.127
2574,2483696.257,1679443.054
2575,2483681.546,1679445.98
2576,2483666.834,1679448.907
2577,2483652.122,1679451.833
2578,2483637.411,1679454.76
2579,2483622.699,1679457.686
2580,2483607.987,1679460.613
2581,2483593.277,1679463.547
2582,2483578.575,1679466.524
2583,2483563.879,1679469.528
2584,2483549.202,1679472.621
2585,2483534.541,1679475.789
2586,2483519.918,1679479.132
2587,2483505.295,1679482.476
2588,2483490.674,1679485.824
2589,2483476.079,1679489.286
2590,2483461.484,1679492.748
2591,2483446.889,1679496.21
2592,2483432.294,1679499.672
2593,2483417.699,1679503.135
2594,2483403.104,1679506.597
2595,2483388.509,1679510.059
2596,2483373.914,1679513.521
2597,2483359.319,1679516.983
2598,2483344.724,1679520.445
2599,2483330.123,1679523.879
2600,2483315.517,1679527.293
2601,2483300.91,1679530.707
2602,2483286.293,1679534.073
2603,2483271.652,1679537.335
2604,2483256.997,1679540.533
2605,2483242.317,1679543.616
2606,2483227.638,1679546.699
2607,2483212.974,1679549.859
2608,2483198.315,1679553.039
2609,2483183.671,1679556.285
2610,2483169.029,1679559.545
2611,2483154.407,1679562.891
2612,2483139.789,1679566.253
2613,2483125.206,1679569.762
2614,2483110.628,1679573.296
2615,2483096.061,1679576.873
2616,2483081.512,1679580.524
2617,2483066.963,1679584.175
2618,2483052.414,1679587.826
2619,2483037.887,1679591.563
2620,2483023.39,1679595.412
2621,2483008.892,1679599.26
2622,2482994.394,1679603.109
2623,2482979.896,1679606.957
2624,2482965.398,1679610.806
2625,2482950.894,1679614.629
2626,2482936.369,1679618.374
2627,2482921.821,1679622.027
2628,2482907.237,1679625.537
2629,2482892.654,1679629.048
2630,2482878.043,1679632.441
2631,2482863.426,1679635.81
2632,2482848.809,1679639.179
2633,2482834.193,1679642.547
2634,2482819.576,1679645.916
2635,2482804.946,1679649.229
2636,2482790.311,1679652.517
2637,2482775.672,1679655.788
2638,2482761.004,1679658.924
2639,2482746.33,1679662.035
2640,2482731.631,1679665.022
2641,2482716.931,1679668.01
2642,2482702.232,1679670.997
2643,2482687.532,1679673.985
2644,2482672.833,1679676.972
2645,2482658.133,1679679.959
2646,2482643.434,1679682.947
2647,2482628.734,1679685.934
2648,2482614.035,1679688.921
2649,2482599.335,1679691.909
2650,2482584.636,1679694.896
2651,2482569.944,1679697.922
2652,2482555.26,1679700.984
2653,2482540.576,1679704.047
2654,2482525.892,1679707.11
2655,2482511.208,1679710.173
2656,2482496.524,1679713.236
2657,2482481.84,1679716.299
2658,2482467.157,1679719.362
2659,2482452.473,1679722.424
2660,2482437.785,1679725.468
2661,2482423.06,1679728.328
2662,2482408.328,1679731.149
2663,2482393.537,1679733.643
2664,2482378.718,1679735.961
2665,2482363.873,1679738.115
2666,2482349.007,1679740.114
2667,2482334.139,1679742.095
2668,2482319.253,1679743.941
2669,2482304.361,1679745.74
2670,2482289.452,1679747.383
2671,2482274.514,1679748.744
2672,2482259.574,1679750.092
2673,2482244.619,1679751.245
2674,2482229.663,1679752.399
2675,2482214.706,1679753.532
2676,2482199.747,1679754.637
2677,2482184.788,1679755.742
2678,2482169.828,1679756.847
2679,2482154.869,1679757.952
2680,2482139.91,1679759.057
2681,2482124.951,1679760.161
2682,2482109.992,1679761.266
2683,2482095.032,1679762.371
2684,2482080.073,1679763.476
2685,2482065.114,1679764.581
2686,2482050.155,1679765.686
2687,2482035.191,1679766.723
2688,2482020.225,1679767.734
2689,2482005.25,1679768.6
2690,2481990.266,1679769.279
2691,2481975.274,1679769.745
2692,2481960.275,1679769.953
2693,2481945.276,1679769.981
2694,2481930.276,1679769.976
2695,2481915.276,1679769.945
2696,2481900.276,1679769.819
2697,2481885.277,1679769.692
2698,2481870.278,1679769.506
2699,2481855.281,1679769.244
2700,2481840.285,1679768.885
2701,2481825.29,1679768.492
2702,2481810.297,1679768.035
2703,2481795.304,1679767.578
2704,2481780.312,1679767.108
2705,2481765.321,1679766.575
2706,2481750.331,1679766.042
2707,2481735.344,1679765.419
2708,2481720.359,1679764.747
2709,2481705.378,1679763.992
2710,2481690.399,1679763.205
2711,2481675.42,1679762.41
2712,2481660.444,1679761.553
2713,2481645.47,1679760.679
2714,2481630.502,1679759.701
2715,2481615.537,1679758.678
2716,2481600.587,1679757.46
2717,2481585.66,1679755.98
2718,2481570.751,1679754.332
2719,2481555.862,1679752.512
2720,2481540.976,1679750.67
2721,2481526.102,1679748.725
2722,2481511.229,1679746.781
2723,2481496.369,1679744.737
2724,2481481.515,1679742.651
2725,2481466.687,1679740.384
2726,2481451.865,1679738.083
2727,2481437.065,1679735.641
2728,2481422.269,1679733.175
2729,2481407.496,1679730.58
2730,2481392.744,1679727.861
2731,2481378.02,1679725.001
2732,2481363.325,1679721.991
2733,2481348.63,1679718.982
2734,2481333.935,1679715.972
2735,2481319.221,1679713.057
2736,2481304.494,1679710.213
2737,2481289.737,1679707.526
2738,2481274.96,1679704.949
2739,2481260.172,1679702.433
2740,2481245.385,1679699.918
2741,2481230.597,1679697.402
2742,2481215.826,1679694.792
2743,2481201.071,1679692.092
2744,2481186.358,1679689.18
2745,2481171.697,1679686.013
2746,2481157.088,1679682.609
2747,2481142.536,1679678.972
2748,2481127.983,1679675.336
2749,2481113.431,1679671.699
2750,2481098.914,1679667.925
2751,2481084.401,1679664.134
2752,2481069.888,1679660.342
2753,2481055.381,1679656.529
2754,2481040.927,1679652.518
2755,2481026.54,1679648.276
2756,2481012.213,1679643.836
2757,2480997.936,1679639.236
2758,2480983.693,1679634.529
2759,2480969.484,1679629.722
2760,2480955.276,1679624.914
2761,2480941.067,1679620.107
2762,2480926.862,1679615.289
2763,2480912.679,1679610.406
2764,2480898.496,1679605.524
2765,2480884.313,1679600.641
2766,2480870.193,1679595.577
2767,2480856.079,1679590.499
2768,2480842.082,1679585.108
2769,2480828.09,1679579.702
2770,2480814.169,1679574.116
2771,2480800.248,1679568.53
2772,2480786.327,1679562.944
2773,2480772.406,1679557.358
2774,2480758.485,1679551.772
2775,2480744.536,1679546.256
2776,2480730.584,1679540.747
2777,2480716.571,1679535.395
2778,2480702.555,1679530.052
2779,2480688.51,1679524.786
2780,2480674.465,1679519.519
2781,2480660.42,1679514.253
2782,2480646.375,1679508.986
2783,2480632.33,1679503.72
2784,2480618.32,1679498.361
2785,2480604.363,1679492.866
2786,2480590.482,1679487.184
2787,2480576.712,1679481.238
2788,2480563.066,1679475.01
2789,2480549.445,1679468.729
2790,2480535.888,1679462.309
2791,2480522.341,1679455.869
2792,2480508.815,1679449.385
2793,2480495.289,1679442.901
2794,2480481.763,1679436.416
2795,2480468.237,1679429.932
2796,2480454.711,1679423.448
2797,2480441.185,1679416.964
2798,2480427.659,1679410.48
2799,2480414.132,1679403.996
2800,2480400.606,1679397.512
2801,2480387.08,1679391.028
2802,2480373.554,1679384.544
2803,2480360.028,1679378.06
2804,2480346.502,1679371.576
2805,2480332.976,1679365.092
2806,2480319.45,1679358.608
2807,2480305.924,1679352.123
2808,2480292.397,1679345.639
2809,2480278.871,1679339.155
2810,2480265.337,1679332.687
2811,2480251.792,1679326.244
2812,2480238.247,1679319.8
2813,2480224.701,1679313.357
2814,2480211.156,1679306.913
2815,2480197.541,1679300.618
2816,2480183.912,1679294.353
2817,2480170.283,1679288.087
2818,2480156.633,1679281.869
2819,2480142.962,1679275.695
2820,2480129.292,1679269.521
2821,2480115.622,1679263.347
2822,2480101.951,1679257.173
2823,2480088.281,1679250.999
2824,2480074.61,1679244.825
2825,2480060.94,1679238.651
2826,2480047.269,1679232.477
2827,2480033.658,1679226.175
2828,2480020.057,1679219.849
2829,2480006.479,1679213.476
2830,2479993.003,1679206.888
2831,2479979.551,1679200.251
2832,2479966.142,1679193.528
2833,2479952.733,1679186.804
2834,2479939.325,1679180.081
2835,2479925.916,1679173.358
2836,2479912.502,1679166.645
2837,2479899.059,1679159.991
2838,2479885.616,1679153.336
2839,2479872.173,1679146.681
2840,2479858.721,1679140.043
2841,2479845.252,1679133.442
2842,2479831.783,1679126.841
2843,2479818.314,1679120.239
2844,2479804.844,1679113.638
2845,2479791.375,1679107.037
2846,2479777.906,1679100.436
2847,2479764.428,1679093.851
2848,2479750.924,1679087.321
2849,2479737.387,1679080.862
2850,2479723.769,1679074.572
2851,2479709.96,1679068.719
2852,2479695.842,1679063.673
2853,2479681.226,1679060.455
2854,2479666.51,1679062.071
2855,2479654.309,1679070.589
2856,2479644.642,1679082.04
2857,2479636.213,1679094.443
2858,2479628.308,1679107.19
2859,2479620.496,1679119.995
2860,2479612.56,1679132.723
2861,2479604.448,1679145.339
2862,2479596.125,1679157.818
2863,2479587.572,1679170.14
2864,2479578.848,1679182.342
2865,2479569.937,1679194.407
2866,2479560.813,1679206.312
2867,2479551.25,1679217.867
2868,2479541.246,1679229.042
2869,2479530.982,1679239.977
2870,2479520.471,1679250.677
2871,2479509.614,1679261.026
2872,2479498.37,1679270.953
2873,2479486.8,1679280.498
2874,2479475.032,1679289.795
2875,2479463.047,1679298.816
2876,2479450.687,1679307.309
2877,2479438.107,1679315.478
2878,2479425.307,1679323.297
2879,2479412.3,1679330.769
2880,2479399.107,1679337.901
2881,2479385.73,1679344.683
2882,2479372.069,1679350.876
2883,2479358.275,1679356.765
2884,2479344.355,1679362.349
2885,2479330.317,1679367.633
2886,2479316.1,1679372.412
2887,2479301.728,1679376.706
2888,2479287.277,1679380.718
2889,2479272.766,1679384.518
2890,2479258.205,1679388.114
2891,2479243.576,1679391.425
2892,2479228.866,1679394.358
2893,2479214.077,1679396.864
2894,2479199.247,1679399.103
2895,2479184.392,1679401.186
2896,2479169.508,1679403.043
2897,2479154.593,1679404.618
2898,2479139.645,1679405.867
2899,2479124.666,1679406.651
2900,2479109.676,1679407.193
2901,2479094.68,1679407.501
2902,2479079.681,1679407.582
2903,2479064.686,1679407.239
2904,2479049.698,1679406.647
2905,2479034.72,1679405.845
2906,2479019.741,1679405.042
2907,2479004.763,1679404.239
2908,2478989.778,1679403.571
2909,2478974.79,1679402.977
2910,2478959.796,1679402.56
2911,2478944.8,1679402.22
2912,2478929.804,1679401.88
2913,2478914.807,1679401.575
2914,2478899.809,1679401.331
2915,2478884.811,1679401.086
2916,2478869.813,1679400.842
2917,2478854.815,1679400.597
2918,2478839.817,1679400.353
2919,2478824.819,1679400.108
2920,2478809.821,1679399.864
2921,2478794.823,1679399.619
2922,2478779.825,1679399.374
2923,2478764.827,1679399.13
2924,2478749.829,1679398.879
2925,2478734.835,1679398.483
2926,2478719.84,1679398.075
2927,2478704.855,1679397.414
2928,2478689.88,1679396.553
2929,2478674.924,1679395.413
2930,2478659.977,1679394.152
2931,2478645.038,1679392.798
2932,2478630.106,1679391.374
2933,2478615.174,1679389.95
2934,2478600.242,1679388.526
2935,2478585.31,1679387.102
2936,2478570.377,1679385.678
2937,2478555.445,1679384.254
2938,2478540.513,1679382.83
2939,2478525.581,1679381.406
2940,2478510.648,1679379.982
2941,2478495.716,1679378.558
2942,2478480.784,1679377.134
2943,2478465.852,1679375.71
2944,2478450.914,1679374.343
2945,2478435.976,1679372.987
2946,2478421.026,1679371.759
2947,2478406.075,1679370.551
2948,2478391.109,1679369.541
2949,2478376.142,1679368.553
2950,2478361.174,1679367.564
2951,2478346.207,1679366.576
2952,2478331.235,1679365.653
2953,2478316.264,1679364.73
2954,2478301.292,1679363.807
2955,2478286.321,1679362.885
2956,2478271.349,1679361.962
2957,2478256.378,1679361.04
2958,2478241.406,1679360.117
2959,2478226.434,1679359.194
2960,2478211.463,1679358.272
2961,2478196.491,1679357.349
2962,2478181.52,1679356.427
2963,2478166.548,1679355.504
2964,2478151.577,1679354.581
2965,2478136.605,1679353.659
2966,2478121.633,1679352.736
2967,2478106.662,1679351.814
2968,2478091.69,1679350.891
2969,2478076.719,1679349.968
2970,2478061.747,1679349.046
2971,2478046.776,1679348.123
2972,2478031.804,1679347.201
2973,2478016.836,1679346.227
2974,2478001.872,1679345.188
2975,2477986.908,1679344.15
2976,2477971.948,1679343.064
2977,2477957.005,1679341.757
2978,2477942.078,1679340.281
2979,2477927.162,1679338.699
2980,2477912.253,1679337.05
2981,2477897.344,1679335.4
2982,2477882.435,1679333.75
2983,2477867.526,1679332.1
2984,2477852.617,1679330.451
2985,2477837.7,1679328.871
2986,2477822.778,1679327.346
2987,2477807.856,1679325.821
2988,2477792.91,1679324.543
2989,2477777.963,1679323.293
2990,2477763.003,1679322.193
2991,2477748.043,1679321.1
2992,2477733.083,1679320.006
2993,2477718.123,1679318.913
2994,2477703.163,1679317.819
2995,2477688.204,1679316.712
2996,2477673.252,1679315.512
2997,2477658.3,1679314.312
2998,2477643.357,1679313.016
2999,2477628.421,1679311.63
3000,2477613.485,1679310.244
3001,2477598.55,1679308.846
3002,2477583.62,1679307.398
3003,2477568.691,1679305.949
3004,2477553.761,1679304.501
3005,2477538.831,1679303.052
3006,2477523.901,1679301.604
3007,2477508.971,1679300.155
3008,2477494.041,1679298.707
3009,2477479.111,1679297.258
3010,2477464.181,1679295.81
3011,2477449.252,1679294.361
3012,2477434.322,1679292.913
3013,2477419.385,1679291.537
3014,2477404.447,1679290.17
3015,2477389.498,1679288.94
3016,2477374.537,1679287.866
3017,2477359.565,1679286.962
3018,2477344.582,1679286.255
3019,2477329.591,1679285.726
3020,2477314.6,1679285.218
3021,2477299.608,1679284.71
3022,2477284.617,1679284.202
3023,2477269.626,1679283.693
3024,2477254.634,1679283.185
3025,2477239.643,1679282.677
3026,2477224.654,1679282.108
3027,2477209.668,1679281.453
3028,2477194.688,1679280.679
3029,2477179.722,1679279.67
3030,2477164.765,1679278.541
3031,2477149.816,1679277.312
3032,2477134.873,1679276.006
3033,2477119.93,1679274.7
3034,2477104.987,1679273.394
3035,2477090.044,1679272.088
3036,2477075.101,1679270.782
3037,2477060.158,1679269.476
3038,2477045.209,1679268.235
3039,2477030.26,1679267.001
3040,2477015.3,1679265.91
3041,2477000.332,1679264.928
3042,2476985.361,1679263.998
3043,2476970.384,1679263.176
3044,2476955.404,1679262.399
3045,2476940.423,1679261.643
3046,2476925.432,1679261.124
3047,2476910.441,1679260.605
3048,2476895.447,1679260.209
3049,2476880.45,1679259.914
3050,2476865.453,1679259.619
3051,2476850.455,1679259.416
3052,2476835.455,1679259.391
3053,2476820.457,1679259.613
3054,2476805.471,1679260.246
3055,2476790.499,1679261.151
3056,2476775.543,1679262.286
3057,2476760.621,1679263.807
3058,2476745.726,1679265.573
3059,2476730.897,1679267.825
3060,2476716.108,1679270.321
3061,2476701.361,1679273.068
3062,2476686.647,1679275.972
3063,2476671.988,1679279.151
3064,2476657.426,1679282.748
3065,2476642.909,1679286.524
3066,2476628.459,1679290.549
3067,2476614.01,1679294.574
3068,2476599.597,1679298.727
3069,2476585.223,1679303.016
3070,2476570.906,1679307.486
3071,2476556.668,1679312.204
3072,2476542.534,1679317.229
3073,2476528.428,1679322.327
3074,2476514.41,1679327.663
3075,2476500.511,1679333.303
3076,2476486.719,1679339.2
3077,2476473.122,1679345.534
3078,2476459.533,1679351.885
3079,2476446.092,1679358.542
3080,2476432.651,1679365.201
3081,2476419.269,1679371.975
3082,2476405.986,1679378.945
3083,2476392.797,1679386.085
3084,2476379.745,1679393.477
3085,2476366.791,1679401.038
3086,2476353.905,1679408.716
3087,2476341.019,1679416.394
3088,2476328.201,1679424.184
3089,2476315.435,1679432.061
3090,2476302.783,1679440.118
3091,2476290.254,1679448.364
3092,2476277.913,1679456.889
3093,2476265.653,1679465.532
3094,2476253.466,1679474.277
3095,2476241.328,1679483.089
3096,2476229.189,1679491.902
3097,2476217.085,1679500.761
3098,2476205.048,1679509.711
3099,2476193.011,1679518.661
3100,2476180.991,1679527.634
3101,2476169.032,1679536.689
3102,2476157.073,1679545.743
3103,2476145.114,1679554.797
3104,2476133.198,1679563.908
3105,2476121.334,1679573.087
3106,2476109.471,1679582.265
3107,2476097.607,1679591.444
3108,2476085.743,1679600.623
3109,2476073.879,1679609.801
3110,2476062.015,1679618.98
3111,2476050.151,1679628.159
3112,2476038.287,1679637.337
3113,2476026.423,1679646.516
3114,2476014.56,1679655.695
3115,2476002.696,1679664.873
3116,2475990.832,1679674.052
3117,2475978.968,1679683.231
3118,2475967.104,1679692.409
3119,2475955.24,1679701.588
3120,2475943.376,1679710.766
3121,2475931.513,1679719.946
3122,2475919.681,1679729.166
3123,2475907.849,1679738.385
3124,2475896.017,1679747.605
3125,2475884.185,1679756.825
3126,2475872.353,1679766.045
3127,2475860.521,1679775.264
3128,2475848.689,1679784.484
3129,2475836.857,1679793.704
3130,2475825.025,1679802.923
3131,2475813.174,1679812.119
3132,2475801.324,1679821.314
3133,2475789.473,1679830.51
3134,2475777.622,1679839.706
3135,2475765.771,1679848.901
3136,2475753.92,1679858.097
3137,2475742.083,1679867.309
3138,2475730.31,1679876.604
3139,2475718.537,1679885.899
3140,2475706.842,1679895.292
3141,2475695.187,1679904.735
3142,2475683.532,1679914.177
3143,2475671.892,1679923.637
3144,2475660.273,1679933.124
3145,2475648.654,1679942.611
3146,2475637.036,1679952.098
3147,2475625.417,1679961.585
3148,2475613.798,1679971.073
3149,2475602.18,1679980.56
3150,2475590.561,1679990.047
3151,2475578.942,1679999.534
3152,2475567.335,1680009.035
3153,2475555.764,1680018.58
3154,2475544.227,1680028.166
3155,2475532.779,1680037.859
3156,2475521.403,1680047.634
3157,2475510.183,1680057.589
3158,2475499.025,1680067.614
3159,2475487.95,1680077.731
3160,2475476.876,1680087.848
3161,2475465.818,1680097.982
3162,2475454.801,1680108.162
3163,2475443.784,1680118.341
3164,2475432.766,1680128.521
3165,2475421.749,1680138.701
3166,2475410.777,1680148.929
3167,2475399.813,1680159.165
3168,2475388.849,1680169.402
3169,2475377.885,1680179.639
3170,2475366.921,1680189.876
3171,2475355.999,1680200.156
3172,2475345.109,1680210.472
3173,2475334.287,1680220.858
3174,2475323.515,1680231.296
3175,2475312.804,1680241.797
3176,2475302.138,1680252.345
3177,2475291.545,1680262.964
3178,2475281.058,1680273.688
3179,2475270.739,1680284.575
3180,2475260.491,1680295.527
3181,2475250.381,1680306.608
3182,2475240.271,1680317.689
3183,2475230.162,1680328.771
3184,2475220.052,1680339.852
3185,2475209.877,1680350.872
3186,2475199.593,1680361.793
3187,2475189.191,1680372.599
3188,2475178.672,1680383.292
3189,2475168.153,1680393.985
3190,2475157.505,1680404.55
3191,2475146.854,1680415.112
3192,2475136.203,1680425.674
3193,2475125.552,1680436.236
3194,2475114.901,1680446.798
3195,2475104.25,1680457.36
3196,2475093.651,1680467.974
3197,2475083.075,1680478.611
3198,2475072.532,1680489.281
3199,2475062.132,1680500.09
3200,2475051.941,1680511.096
3201,2475041.762,1680522.113
3202,2475031.552,1680533.102
3203,2475021.273,1680544.027
3204,2475010.751,1680554.717
3205,2475000.149,1680565.328
3206,2474989.532,1680575.924
3207,2474979.037,1680586.64
3208,2474968.73,1680597.537
3209,2474958.61,1680608.608
3210,2474948.659,1680619.832
3211,2474938.713,1680631.061
3212,2474928.873,1680642.382
3213,2474919.033,1680653.704
3214,2474909.193,1680665.025
3215,2474899.353,1680676.347
3216,2474889.514,1680687.668
3217,2474879.674,1680698.989
3218,2474869.834,1680710.311
3219,2474859.994,1680721.632
3220,2474850.154,1680732.954
3221,2474840.307,1680744.269
3222,2474830.428,1680755.556
3223,2474820.549,1680766.844
3224,2474810.621,1680778.088
3225,2474800.626,1680789.273
3226,2474790.543,1680800.378
3227,2474780.432,1680811.458
3228,2474770.25,1680822.473
3229,2474760.068,1680833.488
3230,2474749.886,1680844.503
3231,2474739.704,1680855.518
3232,2474729.523,1680866.532
3233,2474719.341,1680877.547
3234,2474709.159,1680888.562
3235,2474698.977,1680899.577
3236,2474688.795,1680910.592
3237,2474678.613,1680921.607
3238,2474668.431,1680932.622
3239,2474658.249,1680943.636
3240,2474648.067,1680954.651
3241,2474637.885,1680965.666
3242,2474627.703,1680976.681
3243,2474617.521,1680987.696
3244,2474607.339,1680998.711
3245,2474597.157,1681009.726
3246,2474586.975,1681020.74
3247,2474576.793,1681031.755
3248,2474566.611,1681042.77
3249,2474556.429,1681053.785
3250,2474546.306,1681064.854
3251,2474536.187,1681075.927
3252,2474526.083,1681087.013
3253,2474516.006,1681098.124
3254,2474505.929,1681109.235
3255,2474495.852,1681120.346
3256,2474485.775,1681131.457
3257,2474475.698,1681142.567
3258,2474465.569,1681153.631
3259,2474455.408,1681164.665
3260,2474445.247,1681175.699
3261,2474435.025,1681186.677
3262,2474424.802,1681197.653
3263,2474414.579,1681208.63
3264,2474404.356,1681219.607
3265,2474394.133,1681230.584
3266,2474383.91,1681241.56
3267,2474373.687,1681252.537
3268,2474363.464,1681263.514
3269,2474353.241,1681274.491
3270,2474343.018,1681285.468
3271,2474332.795,1681296.444
3272,2474322.572,1681307.421
3273,2474312.349,1681318.398
3274,2474302.126,1681329.375
3275,2474291.903,1681340.351
3276,2474281.68,1681351.328
3277,2474271.457,1681362.305
3278,2474261.234,1681373.282
3279,2474251.011,1681384.259
3280,2474240.788,1681395.235
3281,2474230.565,1681406.212
3282,2474220.342,1681417.189
3283,2474210.119,1681428.166
3284,2474199.896,1681439.142
3285,2474189.673,1681450.119
3286,2474179.45,1681461.096
3287,2474169.227,1681472.073
3288,2474159.004,1681483.05
3289,2474148.781,1681494.026
3290,2474138.558,1681505.003
3291,2474128.335,1681515.98
3292,2474118.112,1681526.957
3293,2474107.889,1681537.934
3294,2474097.666,1681548.91
3295,2474087.443,1681559.887
3296,2474077.22,1681570.864
3297,2474066.997,1681581.841
3298,2474056.774,1681592.817
3299,2474046.551,1681603.794
3300,2474036.328,1681614.771
3301,2474026.105,1681625.748
3302,2474015.882,1681636.725
3303,2474005.659,1681647.701
3304,2473995.436,1681658.678
3305,2473985.213,1681669.655
3306,2473974.99,1681680.632
3307,2473964.767,1681691.608
3308,2473954.544,1681702.585
3309,2473944.321,1681713.562
3310,2473934.098,1681724.539
3311,2473923.875,1681735.516
3312,2473913.652,1681746.492
3313,2473903.429,1681757.469
3314,2473893.206,1681768.446
3315,2473882.983,1681779.423
3316,2473872.76,1681790.399
3317,2473862.538,1681801.376
3318,2473852.315,1681812.353
3319,2473842.092,1681823.33
3320,2473831.869,1681834.307
3321,2473821.646,1681845.283
3322,2473811.423,1681856.26
3323,2473801.2,1681867.237
3324,2473790.977,1681878.214
3325,2473780.754,1681889.19
3326,2473770.531,1681900.167
3327,2473760.308,1681911.144
3328,2473750.085,1681922.121
3329,2473739.862,1681933.098
3330,2473729.639,1681944.074
3331,2473719.452,1681955.085
3332,2473709.325,1681966.15
3333,2473699.251,1681977.263
3334,2473689.261,1681988.453
3335,2473679.272,1681999.643
3336,2473669.283,1682010.832
3337,2473659.293,1682022.022
3338,2473649.244,1682033.158
3339,2473639.176,1682044.277
3340,2473629.099,1682055.388
3341,2473618.971,1682066.453
3342,2473608.844,1682077.518
3343,2473598.716,1682088.583
3344,2473588.588,1682099.647
3345,2473578.46,1682110.712
3346,2473568.333,1682121.777
3347,2473558.205,1682132.841
3348,2473548.077,1682143.906
3349,2473537.949,1682154.971
3350,2473527.821,1682166.035
3351,2473517.694,1682177.1
3352,2473507.566,1682188.165
3353,2473497.438,1682199.229
3354,2473487.31,1682210.294
3355,2473477.183,1682221.359
3356,2473467.055,1682232.423
3357,2473456.927,1682243.488
3358,2473446.799,1682254.553
3359,2473436.672,1682265.618
3360,2473426.544,1682276.682
3361,2473416.416,1682287.747
3362,2473406.288,1682298.812
3363,2473396.16,1682309.876
3364,2473386.033,1682320.941
3365,2473375.898,1682331.999
3366,2473365.747,1682343.043
3367,2473355.597,1682354.087
3368,2473345.447,1682365.131
3369,2473335.283,1682376.162
3370,2473325.098,1682387.174
3371,2473314.913,1682398.186
3372,2473304.728,1682409.199
3373,2473294.543,1682420.211
3374,2473284.358,1682431.223
3375,2473274.173,1682442.235
3376,2473263.988,1682453.247
3377,2473253.803,1682464.259
3378,2473243.618,1682475.271
3379,2473233.433,1682486.283
3380,2473223.248,1682497.295
3381,2473213.063,1682508.307
3382,2473202.878,1682519.319
3383,2473192.693,1682530.331
3384,2473182.508,1682541.343
3385,2473172.328,1682552.36
3386,2473162.177,1682563.403
3387,2473152.025,1682574.446
3388,2473141.873,1682585.488
3389,2473131.75,1682596.557
3390,2473121.706,1682607.698
3391,2473111.663,1682618.84
3392,2473101.62,1682629.981
3393,2473091.588,1682641.133
3394,2473081.581,1682652.307
3395,2473071.574,1682663.481
3396,2473061.567,1682674.655
3397,2473051.56,1682685.829
3398,2473041.553,1682697.003
3399,2473031.546,1682708.177
3400,2473021.539,1682719.351
3401,2473011.531,1682730.525
3402,2473001.524,1682741.698
3403,2472991.517,1682752.872
3404,2472981.51,1682764.046
3405,2472971.469,1682775.189
3406,2472961.398,1682786.306
3407,2472951.241,1682797.344
3408,2472941.021,1682808.323
3409,2472930.663,1682819.171
3410,2472920.181,1682829.9
3411,2472909.607,1682840.54
3412,2472899.034,1682851.18
3413,2472888.461,1682861.82
3414,2472877.931,1682872.503
3415,2472867.508,1682883.289
3416,2472857.142,1682894.131
3417,2472846.874,1682905.065
3418,2472836.606,1682916
3419,2472826.338,1682926.935
3420,2472816.07,1682937.869
3421,2472805.802,1682948.804
3422,2472795.526,1682959.731
3423,2472785.153,1682970.566
3424,2472774.78,1682981.402
3425,2472764.408,1682992.237
3426,2472754.035,1683003.073
3427,2472743.663,1683013.908
3428,2472733.452,1683024.896
3429,2472723.274,1683035.914
3430,2472713.095,1683046.932
3431,2472702.917,1683057.95
3432,2472692.738,1683068.968
3433,2472682.56,1683079.986
3434,2472672.25,1683090.881
3435,2472661.822,1683101.663
3436,2472651.168,1683112.221
3437,2472640.404,1683122.668
3438,2472629.601,1683133.074
3439,2472618.798,1683143.481
3440,2472607.995,1683153.887
3441,2472597.192,1683164.293
3442,2472586.389,1683174.7
3443,2472575.586,1683185.106
3444,2472564.783,1683195.513
3445,2472553.98,1683205.919
3446,2472543.177,1683216.326
3447,2472532.374,1683226.732
3448,2472521.571,1683237.138
3449,2472510.768,1683247.545
3450,2472499.965,1683257.951
3451,2472489.123,1683268.317
3452,2472478.272,1683278.673
3453,2472467.322,1683288.925
3454,2472456.349,1683299.152
3455,2472445.21,1683309.197
