FID,x_ft,y_ft
12156,2429843.671,1767021.67
12157,2429843.154,1767036.661
12158,2429842.637,1767051.652
12159,2429842.12,1767066.643
12160,2429841.603,1767081.634
12161,2429841.088,1767096.625
12162,2429840.666,1767111.619
12163,2429840.244,1767126.613
12164,2429839.929,1767141.609
12165,2429839.801,1767156.608
12166,2429840.095,1767171.604
12167,2429840.66,1767186.593
12168,2429841.559,1767201.566
12169,2429842.813,1767216.513
12170,2429844.176,1767231.45
12171,2429845.904,1767246.35
12172,2429847.817,1767261.227
12173,2429849.923,1767276.078
12174,2429852.287,1767290.89
12175,2429854.873,1767305.665
12176,2429857.674,1767320.401
12177,2429860.687,1767335.094
12178,2429863.935,1767349.738
12179,2429867.347,1767364.345
12180,2429871.036,1767378.883
12181,2429874.848,1767393.39
12182,2429878.952,1767407.817
12183,2429883.23,1767422.193
12184,2429887.678,1767436.519
12185,2429892.374,1767450.764
12186,2429897.281,1767464.939
12187,2429902.438,1767479.023
12188,2429907.696,1767493.072
12189,2429913.28,1767506.993
12190,2429918.951,1767520.879
12191,2429924.933,1767534.634
12192,2429931.062,1767548.324
12193,2429937.422,1767561.908
12194,2429944.04,1767575.368
12195,2429950.81,1767588.753
12196,2429957.902,1767601.969
12197,2429965.204,1767615.072
12198,2429972.751,1767628.035
12199,2429980.307,1767640.993
12200,2429987.893,1767653.933
12201,2429995.542,1767666.836
12202,2430003.191,1767679.739
12203,2430010.841,1767692.642
12204,2430018.49,1767705.545
12205,2430026.139,1767718.449
12206,2430033.788,1767731.352
12207,2430041.437,1767744.255
12208,2430049.086,1767757.158
12209,2430056.735,1767770.061
12210,2430064.384,1767782.964
12211,2430072.033,1767795.867
12212,2430079.683,1767808.77
12213,2430087.332,1767821.673
12214,2430094.981,1767834.576
12215,2430102.629,1767847.48
12216,2430110.268,1767860.389
12217,2430117.907,1767873.298
12218,2430125.546,1767886.207
12219,2430133.186,1767899.116
12220,2430140.825,1767912.025
12221,2430148.464,1767924.934
12222,2430156.103,1767937.843
12223,2430163.742,1767950.752
12224,2430171.381,1767963.661
12225,2430179.02,1767976.57
12226,2430186.659,1767989.479
12227,2430194.299,1768002.388
12228,2430201.938,1768015.297
12229,2430209.577,1768028.206
12230,2430217.216,1768041.115
12231,2430224.855,1768054.025
12232,2430232.494,1768066.934
12233,2430240.133,1768079.843
12234,2430247.772,1768092.752
12235,2430255.412,1768105.661
12236,2430263.051,1768118.57
12237,2430270.69,1768131.479
12238,2430278.329,1768144.388
12239,2430285.968,1768157.297
12240,2430293.607,1768170.206
12241,2430301.246,1768183.115
12242,2430308.885,1768196.024
12243,2430316.524,1768208.933
12244,2430324.164,1768221.842
12245,2430331.803,1768234.751
12246,2430339.442,1768247.66
12247,2430347.081,1768260.569
12248,2430354.72,1768273.478
12249,2430362.359,1768286.387
12250,2430369.998,1768299.296
12251,2430377.637,1768312.205
12252,2430385.277,1768325.114
12253,2430392.916,1768338.023
12254,2430400.555,1768350.932
12255,2430408.194,1768363.841
12256,2430415.833,1768376.75
12257,2430423.472,1768389.659
12258,2430431.111,1768402.568
12259,2430438.75,1768415.477
12260,2430446.372,1768428.397
12261,2430453.987,1768441.32
12262,2430461.602,1768454.243
12263,2430469.217,1768467.166
12264,2430476.821,1768480.096
12265,2430484.32,1768493.087
12266,2430491.819,1768506.078
12267,2430499.318,1768519.069
12268,2430506.817,1768532.06
12269,2430514.316,1768545.051
12270,2430521.815,1768558.041
12271,2430529.314,1768571.032
12272,2430536.813,1768584.023
12273,2430544.312,1768597.014
12274,2430551.811,1768610.005
12275,2430559.31,1768622.996
12276,2430566.81,1768635.987
12277,2430574.309,1768648.978
12278,2430581.808,1768661.969
12279,2430589.307,1768674.96
12280,2430596.806,1768687.95
12281,2430604.305,1768700.941
12282,2430611.804,1768713.932
12283,2430619.303,1768726.923
12284,2430626.802,1768739.914
12285,2430634.301,1768752.905
12286,2430641.8,1768765.896
12287,2430649.299,1768778.887
12288,2430656.798,1768791.878
12289,2430664.297,1768804.869
12290,2430671.796,1768817.859
12291,2430679.295,1768830.85
12292,2430686.852,1768843.808
12293,2430694.507,1768856.707
12294,2430702.163,1768869.606
12295,2430709.94,1768882.432
12296,2430717.763,1768895.231
12297,2430725.586,1768908.029
12298,2430733.41,1768920.827
12299,2430741.163,1768933.668
12300,2430748.826,1768946.562
12301,2430756.395,1768959.513
12302,2430763.964,1768972.463
12303,2430771.516,1768985.423
12304,2430778.912,1768998.473
12305,2430786.285,1769011.535
12306,2430793.496,1769024.688
12307,2430800.707,1769037.841
12308,2430807.821,1769051.046
12309,2430814.856,1769064.295
12310,2430821.803,1769077.589
12311,2430828.696,1769090.911
12312,2430835.505,1769104.276
12313,2430842.225,1769117.687
12314,2430848.871,1769131.134
12315,2430855.464,1769144.607
12316,2430861.973,1769158.121
12317,2430868.371,1769171.688
12318,2430874.734,1769185.272
12319,2430880.989,1769198.905
12320,2430887.202,1769212.558
12321,2430893.309,1769226.258
12322,2430899.32,1769240.001
12323,2430905.303,1769253.756
12324,2430911.191,1769267.552
12325,2430916.997,1769281.382
12326,2430922.672,1769295.267
12327,2430928.346,1769309.153
12328,2430933.945,1769323.068
12329,2430939.409,1769337.038
12330,2430944.873,1769351.007
12331,2430950.163,1769365.043
12332,2430955.434,1769379.086
12333,2430960.606,1769393.166
12334,2430965.773,1769407.248
12335,2430970.842,1769421.366
12336,2430975.815,1769435.517
12337,2430980.75,1769449.682
12338,2430985.579,1769463.884
12339,2430990.377,1769478.095
12340,2430995.176,1769492.307
12341,2430999.856,1769506.558
12342,2431004.438,1769520.841
12343,2431009.019,1769535.124
12344,2431013.526,1769549.431
12345,2431017.928,1769563.77
12346,2431022.329,1769578.11
12347,2431026.672,1769592.467
12348,2431030.888,1769606.862
12349,2431035.056,1769621.272
12350,2431039.166,1769635.698
12351,2431043.196,1769650.146
12352,2431047.172,1769664.609
12353,2431051.124,1769679.079
12354,2431054.896,1769693.597
12355,2431058.668,1769708.115
12356,2431062.438,1769722.634
12357,2431066.045,1769737.193
12358,2431069.652,1769751.753
12359,2431073.191,1769766.329
12360,2431076.672,1769780.92
12361,2431080.152,1769795.511
12362,2431083.633,1769810.101
12363,2431087.261,1769824.656
12364,2431090.925,1769839.201
12365,2431094.848,1769853.679
12366,2431098.785,1769868.153
12367,2431102.723,1769882.627
12368,2431106.797,1769897.063
12369,2431110.899,1769911.491
12370,2431115.002,1769925.919
12371,2431119.317,1769940.284
12372,2431123.721,1769954.623
12373,2431128.446,1769968.859
12374,2431133.476,1769982.988
12375,2431138.852,1769996.989
12376,2431144.727,1770010.79
12377,2431151.063,1770024.385
12378,2431157.899,1770037.736
12379,2431165.292,1770050.786
12380,2431173.164,1770063.552
12381,2431181.459,1770076.049
12382,2431190.168,1770088.26
12383,2431199.408,1770100.076
12384,2431208.989,1770111.615
12385,2431218.835,1770122.93
12386,2431228.892,1770134.058
12387,2431239.067,1770145.079
12388,2431249.242,1770156.1
12389,2431259.417,1770167.122
12390,2431269.273,1770178.429
12391,2431278.917,1770189.916
12392,2431288.281,1770201.634
12393,2431297.631,1770213.364
12394,2431306.773,1770225.256
12395,2431315.9,1770237.159
12396,2431324.827,1770249.213
12397,2431333.515,1770261.44
12398,2431341.92,1770273.86
12399,2431349.995,1770286.501
12400,2431357.76,1770299.334
12401,2431365.32,1770312.289
12402,2431372.686,1770325.355
12403,2431379.926,1770338.492
12404,2431386.886,1770351.779
12405,2431393.554,1770365.213
12406,2431399.73,1770378.883
12407,2431405.582,1770392.694
12408,2431411.218,1770406.594
12409,2431416.68,1770420.564
12410,2431421.997,1770434.59
12411,2431427.177,1770448.667
12412,2431432.259,1770462.779
12413,2431437.143,1770476.961
12414,2431441.762,1770491.232
12415,2431445.856,1770505.661
12416,2431449.469,1770520.219
12417,2431452.71,1770534.864
12418,2431455.749,1770549.553
12419,2431458.728,1770564.254
12420,2431461.612,1770578.974
12421,2431464.475,1770593.698
12422,2431467.338,1770608.422
12423,2431470.201,1770623.146
12424,2431473.064,1770637.871
12425,2431475.928,1770652.595
12426,2431478.791,1770667.319
12427,2431481.654,1770682.043
12428,2431484.517,1770696.767
12429,2431487.38,1770711.491
12430,2431490.243,1770726.216
12431,2431493.107,1770740.94
12432,2431495.97,1770755.664
12433,2431498.833,1770770.388
12434,2431501.696,1770785.112
12435,2431504.559,1770799.836
12436,2431507.423,1770814.561
12437,2431510.286,1770829.285
12438,2431513.041,1770844.029
12439,2431515.73,1770858.786
12440,2431518.42,1770873.543
12441,2431521.109,1770888.3
12442,2431523.798,1770903.057
12443,2431526.426,1770917.825
12444,2431529.053,1770932.593
12445,2431531.681,1770947.361
12446,2431534.309,1770962.129
12447,2431536.936,1770976.897
12448,2431539.564,1770991.665
12449,2431542.191,1771006.433
12450,2431544.819,1771021.201
12451,2431547.446,1771035.969
12452,2431550.074,1771050.737
12453,2431552.701,1771065.505
12454,2431555.329,1771080.273
12455,2431557.957,1771095.042
12456,2431560.584,1771109.81
12457,2431563.212,1771124.578
12458,2431565.839,1771139.346
12459,2431568.467,1771154.114
12460,2431571.094,1771168.882
12461,2431573.722,1771183.65
12462,2431576.349,1771198.418
12463,2431578.977,1771213.186
12464,2431581.605,1771227.954
12465,2431584.232,1771242.722
12466,2431586.86,1771257.49
12467,2431589.487,1771272.258
12468,2431592.115,1771287.026
12469,2431594.742,1771301.794
12470,2431597.37,1771316.562
12471,2431599.997,1771331.33
12472,2431602.625,1771346.098
12473,2431605.253,1771360.866
12474,2431607.88,1771375.634
12475,2431610.508,1771390.402
12476,2431613.135,1771405.17
12477,2431615.763,1771419.938
12478,2431618.39,1771434.706
12479,2431621.018,1771449.475
12480,2431623.645,1771464.243
12481,2431626.273,1771479.011
12482,2431628.901,1771493.779
12483,2431631.528,1771508.547
12484,2431634.156,1771523.315
12485,2431636.783,1771538.083
12486,2431639.452,1771552.843
12487,2431642.123,1771567.604
12488,2431644.794,1771582.364
12489,2431647.465,1771597.124
12490,2431650.136,1771611.884
12491,2431652.808,1771626.645
12492,2431655.479,1771641.405
12493,2431658.15,1771656.165
12494,2431660.821,1771670.925
12495,2431663.295,1771685.719
12496,2431665.592,1771700.542
12497,2431667.67,1771715.397
12498,2431669.527,1771730.281
12499,2431671.152,1771745.192
12500,2431672.545,1771760.127
12501,2431673.697,1771775.082
12502,2431674.615,1771790.054
12503,2431675.288,1771805.039
12504,2431675.653,1771820.034
12505,2431675.855,1771835.032
12506,2431675.84,1771850.032
12507,2431675.516,1771865.027
12508,2431675.048,1771880.019
12509,2431674.316,1771895.002
12510,2431673.406,1771909.973
12511,2431672.39,1771924.939
12512,2431671.273,1771939.897
12513,2431670.157,1771954.855
12514,2431669.041,1771969.814
12515,2431667.924,1771984.772
12516,2431666.808,1771999.731
12517,2431665.691,1772014.689
12518,2431664.575,1772029.647
12519,2431663.459,1772044.606
12520,2431662.133,1772059.547
12521,2431660.554,1772074.462
12522,2431658.649,1772089.338
12523,2431656.219,1772104.14
12524,2431653.4,1772118.871
12525,2431650.319,1772133.551
12526,2431646.961,1772148.17
12527,2431643.547,1772162.776
12528,2431639.891,1772177.324
12529,2431636.152,1772191.85
12530,2431632.261,1772206.336
12531,2431628.252,1772220.79
12532,2431624.139,1772235.215
12533,2431619.835,1772249.584
12534,2431615.45,1772263.929
12535,2431610.998,1772278.252
12536,2431606.363,1772292.518
12537,2431601.61,1772306.745
12538,2431596.708,1772320.921
12539,2431591.805,1772335.097
12540,2431586.673,1772349.192
12541,2431581.485,1772363.266
12542,2431576.093,1772377.263
12543,2431570.702,1772391.26
12544,2431565.09,1772405.171
12545,2431559.459,1772419.074
12546,2431553.741,1772432.941
12547,2431547.948,1772446.777
12548,2431542.155,1772460.614
12549,2431536.363,1772474.45
12550,2431530.57,1772488.286
12551,2431524.777,1772502.122
12552,2431518.985,1772515.959
12553,2431513.192,1772529.795
12554,2431507.399,1772543.631
12555,2431501.606,1772557.468
12556,2431495.814,1772571.304
12557,2431490.021,1772585.14
12558,2431484.228,1772598.977
12559,2431478.435,1772612.813
12560,2431472.643,1772626.649
12561,2431466.85,1772640.486
12562,2431461.057,1772654.322
12563,2431455.265,1772668.158
12564,2431449.472,1772681.995
12565,2431443.679,1772695.831
12566,2431437.886,1772709.667
12567,2431432.094,1772723.503
12568,2431426.301,1772737.34
12569,2431420.508,1772751.176
12570,2431414.716,1772765.012
12571,2431408.923,1772778.849
12572,2431403.13,1772792.685
12573,2431397.337,1772806.521
12574,2431391.545,1772820.358
12575,2431385.752,1772834.194
12576,2431379.959,1772848.03
12577,2431374.166,1772861.867
12578,2431368.374,1772875.703
12579,2431362.581,1772889.539
12580,2431356.788,1772903.375
12581,2431350.996,1772917.212
12582,2431345.203,1772931.048
12583,2431339.41,1772944.884
12584,2431333.617,1772958.721
12585,2431327.825,1772972.557
12586,2431322.032,1772986.393
12587,2431316.239,1773000.23
12588,2431310.447,1773014.066
12589,2431304.654,1773027.902
12590,2431298.861,1773041.739
12591,2431293.068,1773055.575
12592,2431287.276,1773069.411
12593,2431281.483,1773083.247
12594,2431275.69,1773097.084
12595,2431269.897,1773110.92
12596,2431264.105,1773124.756
12597,2431258.312,1773138.593
12598,2431252.519,1773152.429
12599,2431246.727,1773166.265
12600,2431240.934,1773180.102
12601,2431235.196,1773193.961
12602,2431229.477,1773207.828
12603,2431223.757,1773221.694
12604,2431218.037,1773235.561
12605,2431212.318,1773249.428
12606,2431206.598,1773263.294
12607,2431200.878,1773277.161
12608,2431195.159,1773291.028
12609,2431189.439,1773304.894
12610,2431183.72,1773318.761
12611,2431178,1773332.628
12612,2431172.28,1773346.494
12613,2431166.561,1773360.361
12614,2431160.841,1773374.228
12615,2431155.121,1773388.094
12616,2431149.402,1773401.961
12617,2431143.682,1773415.828
12618,2431137.962,1773429.694
12619,2431132.243,1773443.561
12620,2431126.523,1773457.428
12621,2431120.804,1773471.295
12622,2431115.084,1773485.161
12623,2431109.364,1773499.028
12624,2431103.645,1773512.895
12625,2431097.925,1773526.761
12626,2431092.205,1773540.628
12627,2431086.486,1773554.495
12628,2431080.766,1773568.361
12629,2431075.047,1773582.228
12630,2431069.327,1773596.095
12631,2431063.607,1773609.961
12632,2431057.888,1773623.828
12633,2431052.161,1773637.692
12634,2431046.426,1773651.552
12635,2431040.69,1773665.412
12636,2431034.955,1773679.272
12637,2431029.219,1773693.133
12638,2431023.484,1773706.993
12639,2431017.748,1773720.853
12640,2431012.013,1773734.713
12641,2431006.278,1773748.573
12642,2431000.542,1773762.433
12643,2430994.885,1773776.325
12644,2430989.287,1773790.242
12645,2430983.737,1773804.177
12646,2430978.383,1773818.188
12647,2430973.189,1773832.261
12648,2430968.215,1773846.412
12649,2430963.458,1773860.637
12650,2430958.786,1773874.891
12651,2430954.351,1773889.22
12652,2430950.13,1773903.613
12653,2430946.119,1773918.067
12654,2430942.361,1773932.589
12655,2430938.735,1773947.143
12656,2430935.339,1773961.753
12657,2430932.166,1773976.413
12658,2430929.148,1773991.106
12659,2430926.357,1774005.844
12660,2430923.777,1774020.62
12661,2430921.4,1774035.43
12662,2430919.267,1774050.278
12663,2430917.252,1774065.141
12664,2430915.486,1774080.037
12665,2430913.922,1774094.955
12666,2430912.567,1774109.893
12667,2430911.414,1774124.849
12668,2430910.472,1774139.819
12669,2430909.733,1774154.801
12670,2430909.208,1774169.791
12671,2430908.885,1774184.788
12672,2430908.816,1774199.788
12673,2430908.867,1774214.787
12674,2430909.142,1774229.784
12675,2430909.606,1774244.777
12676,2430910.248,1774259.763
12677,2430911.062,1774274.74
12678,2430912.046,1774289.708
12679,2430913.213,1774304.662
12680,2430914.554,1774319.602
12681,2430916.06,1774334.526
12682,2430917.786,1774349.426
12683,2430919.59,1774364.317
12684,2430921.541,1774379.189
12685,2430923.651,1774394.04
12686,2430925.761,1774408.891
12687,2430928.026,1774423.719
12688,2430930.293,1774438.546
12689,2430932.56,1774453.374
12690,2430934.827,1774468.202
12691,2430937.094,1774483.029
12692,2430939.361,1774497.857
12693,2430941.628,1774512.685
12694,2430943.895,1774527.512
12695,2430946.162,1774542.34
12696,2430948.429,1774557.168
12697,2430950.696,1774571.995
12698,2430952.963,1774586.823
12699,2430955.23,1774601.651
12700,2430957.515,1774616.476
12701,2430959.827,1774631.296
12702,2430962.138,1774646.117
12703,2430964.449,1774660.938
12704,2430966.76,1774675.759
12705,2430969.098,1774690.575
12706,2430971.439,1774705.392
12707,2430973.78,1774720.208
12708,2430976.121,1774735.024
12709,2430978.462,1774749.84
12710,2430980.803,1774764.656
12711,2430983.144,1774779.473
12712,2430985.484,1774794.289
12713,2430987.825,1774809.105
12714,2430990.166,1774823.921
12715,2430992.507,1774838.737
12716,2430994.848,1774853.554
12717,2430997.189,1774868.37
12718,2430999.553,1774883.182
12719,2431001.963,1774897.987
12720,2431004.372,1774912.792
12721,2431006.782,1774927.598
12722,2431009.191,1774942.403
12723,2431011.601,1774957.208
12724,2431014.011,1774972.013
12725,2431016.42,1774986.818
12726,2431018.83,1775001.624
12727,2431021.239,1775016.429
12728,2431023.649,1775031.234
12729,2431026.058,1775046.039
12730,2431028.468,1775060.844
12731,2431030.9,1775075.646
12732,2431033.37,1775090.441
12733,2431035.84,1775105.236
12734,2431038.333,1775120.027
12735,2431040.973,1775134.793
12736,2431043.612,1775149.559
12737,2431046.251,1775164.325
12738,2431048.891,1775179.091
12739,2431051.53,1775193.857
12740,2431054.113,1775208.633
12741,2431056.582,1775223.428
12742,2431059.051,1775238.223
12743,2431061.382,1775253.041
12744,2431063.667,1775267.866
12745,2431065.953,1775282.691
12746,2431068.105,1775297.535
12747,2431070.146,1775312.395
12748,2431072.187,1775327.256
12749,2431074.136,1775342.128
12750,2431075.941,1775357.019
12751,2431077.745,1775371.91
12752,2431079.496,1775386.807
12753,2431081.077,1775401.724
12754,2431082.658,1775416.64
12755,2431084.219,1775431.559
12756,2431085.574,1775446.497
12757,2431086.929,1775461.436
12758,2431088.284,1775476.374
12759,2431089.456,1775491.329
12760,2431090.609,1775506.284
12761,2431091.644,1775521.248
12762,2431092.655,1775536.214
12763,2431093.535,1775551.188
12764,2431094.388,1775566.164
12765,2431095.135,1775581.145
12766,2431095.856,1775596.128
12767,2431096.484,1775611.115
12768,2431097.074,1775626.103
12769,2431097.549,1775641.095
12770,2431097.903,1775656.091
12771,2431098.247,1775671.087
12772,2431098.448,1775686.086
12773,2431098.518,1775701.085
12774,2431098.396,1775716.084
12775,2431098.029,1775731.079
12776,2431097.423,1775746.066
12777,2431096.818,1775761.054
12778,2431096.033,1775776.033
12779,2431095.186,1775791.009
12780,2431094.338,1775805.985
12781,2431093.484,1775820.961
12782,2431092.513,1775835.929
12783,2431091.542,1775850.898
12784,2431090.57,1775865.866
12785,2431089.599,1775880.835
12786,2431088.523,1775895.796
12787,2431087.421,1775910.755
12788,2431086.319,1775925.715
12789,2431085.217,1775940.674
12790,2431084.057,1775955.629
12791,2431082.85,1775970.581
12792,2431081.633,1775985.531
12793,2431080.33,1776000.474
12794,2431079.026,1776015.418
12795,2431077.722,1776030.361
12796,2431076.385,1776045.301
12797,2431074.996,1776060.237
12798,2431073.607,1776075.172
12799,2431072.152,1776090.101
12800,2431070.691,1776105.03
12801,2431069.23,1776119.959
12802,2431067.791,1776134.889
12803,2431066.432,1776149.828
12804,2431065.157,1776164.773
12805,2431064.029,1776179.73
12806,2431063,1776194.695
12807,2431062.036,1776209.664
12808,2431061.072,1776224.633
12809,2431060.109,1776239.602
12810,2431059.142,1776254.57
12811,2431058.038,1776269.53
12812,2431056.934,1776284.489
12813,2431055.804,1776299.446
12814,2431054.544,1776314.393
12815,2431053.284,1776329.34
12816,2431051.913,1776344.277
12817,2431050.525,1776359.213
12818,2431049.138,1776374.149
12819,2431047.751,1776389.084
12820,2431046.398,1776404.023
12821,2431045.124,1776418.969
12822,2431043.918,1776433.92
12823,2431042.791,1776448.878
12824,2431041.664,1776463.835
12825,2431040.537,1776478.793
12826,2431039.41,1776493.75
12827,2431038.283,1776508.708
12828,2431037.156,1776523.665
12829,2431036.029,1776538.623
12830,2431034.902,1776553.581
12831,2431033.775,1776568.538
12832,2431032.648,1776583.496
12833,2431031.461,1776598.449
12834,2431030.242,1776613.399
12835,2431029.022,1776628.349
12836,2431027.803,1776643.3
12837,2431026.584,1776658.25
12838,2431025.365,1776673.2
12839,2431024.146,1776688.151
12840,2431022.926,1776703.101
12841,2431021.707,1776718.051
12842,2431020.488,1776733.002
12843,2431019.269,1776747.952
12844,2431018.05,1776762.902
12845,2431016.831,1776777.853
12846,2431015.611,1776792.803
12847,2431014.392,1776807.753
12848,2431013.173,1776822.704
12849,2431011.954,1776837.654
12850,2431010.735,1776852.604
12851,2431009.515,1776867.555
12852,2431008.315,1776882.507
12853,2431007.138,1776897.46
12854,2431005.962,1776912.414
12855,2431004.801,1776927.369
12856,2431003.739,1776942.331
12857,2431002.677,1776957.294
12858,2431001.615,1776972.256
12859,2431000.59,1776987.221
12860,2430999.571,1777002.186
12861,2430998.551,1777017.151
12862,2430997.531,1777032.117
12863,2430996.512,1777047.082
12864,2430995.492,1777062.047
12865,2430994.472,1777077.013
12866,2430993.453,1777091.978
12867,2430992.433,1777106.943
12868,2430991.414,1777121.908
12869,2430990.394,1777136.874
12870,2430989.374,1777151.839
12871,2430988.355,1777166.804
12872,2430987.335,1777181.769
12873,2430986.315,1777196.735
12874,2430985.296,1777211.7
12875,2430984.276,1777226.665
12876,2430983.256,1777241.631
12877,2430982.237,1777256.596
12878,2430981.217,1777271.561
12879,2430980.221,1777286.528
12880,2430979.24,1777301.496
12881,2430978.338,1777316.469
12882,2430977.477,1777331.444
12883,2430976.819,1777346.429
12884,2430976.243,1777361.418
12885,2430975.85,1777376.412
12886,2430975.523,1777391.408
12887,2430975.203,1777406.405
12888,2430974.959,1777421.403
12889,2430974.714,1777436.401
12890,2430974.469,1777451.399
12891,2430974.224,1777466.397
12892,2430973.979,1777481.395
12893,2430973.735,1777496.393
12894,2430973.49,1777511.391
12895,2430973.245,1777526.389
12896,2430973,1777541.387
12897,2430972.755,1777556.385
12898,2430972.511,1777571.383
12899,2430972.266,1777586.381
12900,2430972.021,1777601.379
12901,2430971.776,1777616.377
12902,2430971.531,1777631.375
12903,2430971.286,1777646.373
12904,2430971.042,1777661.371
12905,2430970.797,1777676.369
12906,2430970.552,1777691.366
12907,2430970.307,1777706.364
12908,2430970.062,1777721.362
12909,2430969.818,1777736.36
12910,2430969.573,1777751.358
12911,2430969.328,1777766.356
12912,2430969.083,1777781.354
12913,2430968.838,1777796.352
12914,2430968.593,1777811.35
12915,2430968.349,1777826.348
12916,2430968.104,1777841.346
12917,2430967.859,1777856.344
12918,2430967.614,1777871.342
12919,2430967.369,1777886.34
12920,2430967.125,1777901.338
12921,2430966.88,1777916.336
12922,2430966.661,1777931.334
12923,2430966.451,1777946.333
12924,2430966.242,1777961.331
12925,2430966.083,1777976.33
12926,2430966.01,1777991.33
12927,2430966.078,1778006.33
12928,2430966.321,1778021.328
12929,2430966.602,1778036.325
12930,2430966.883,1778051.322
12931,2430967.164,1778066.32
12932,2430967.445,1778081.317
12933,2430967.716,1778096.315
12934,2430967.863,1778111.314
12935,2430968.011,1778126.313
12936,2430968.158,1778141.312
12937,2430968.305,1778156.312
12938,2430968.341,1778171.311
12939,2430968.301,1778186.311
12940,2430968.262,1778201.311
12941,2430968.223,1778216.311
12942,2430968.064,1778231.31
12943,2430967.869,1778246.309
12944,2430967.673,1778261.307
12945,2430967.478,1778276.306
12946,2430967.147,1778291.302
12947,2430966.806,1778306.298
12948,2430966.423,1778321.293
12949,2430965.971,1778336.287
12950,2430965.52,1778351.28
12951,2430964.953,1778366.269
12952,2430964.357,1778381.257
12953,2430963.762,1778396.245
12954,2430963.122,1778411.231
12955,2430962.442,1778426.216
12956,2430961.761,1778441.201
12957,2430961.046,1778456.183
12958,2430960.224,1778471.161
12959,2430959.369,1778486.136
12960,2430958.43,1778501.107
12961,2430957.491,1778516.077
12962,2430956.551,1778531.048
12963,2430955.532,1778546.013
12964,2430954.512,1778560.978
12965,2430953.443,1778575.94
12966,2430952.29,1778590.896
12967,2430951.088,1778605.847
12968,2430949.81,1778620.793
12969,2430948.533,1778635.738
12970,2430947.255,1778650.684
12971,2430945.93,1778665.625
12972,2430944.551,1778680.561
12973,2430943.171,1778695.498
12974,2430941.648,1778710.42
12975,2430940.096,1778725.339
12976,2430938.543,1778740.259
12977,2430936.935,1778755.172
12978,2430935.281,1778770.081
12979,2430933.626,1778784.989
12980,2430931.972,1778799.898
12981,2430930.22,1778814.795
12982,2430928.407,1778829.685
12983,2430926.593,1778844.575
12984,2430924.706,1778859.455
12985,2430922.764,1778874.329
12986,2430920.823,1778889.203
12987,2430918.796,1778904.065
12988,2430916.714,1778918.92
12989,2430914.632,1778933.775
12990,2430912.481,1778948.619
12991,2430910.29,1778963.459
12992,2430908.099,1778978.298
12993,2430905.82,1778993.123
12994,2430903.499,1779007.943
12995,2430901.178,1779022.762
12996,2430898.794,1779037.571
12997,2430896.388,1779052.377
12998,2430893.983,1779067.183
12999,2430891.577,1779081.989
13000,2430889.171,1779096.794
13001,2430886.807,1779111.607
13002,2430884.512,1779126.43
13003,2430882.217,1779141.254
13004,2430879.921,1779156.077
13005,2430877.626,1779170.9
13006,2430875.326,1779185.723
13007,2430872.969,1779200.536
13008,2430870.612,1779215.35
13009,2430868.255,1779230.164
13010,2430865.888,1779244.976
13011,2430863.448,1779259.776
13012,2430861.009,1779274.576
13013,2430858.57,1779289.377
13014,2430856.061,1779304.165
13015,2430853.539,1779318.952
13016,2430851.017,1779333.738
13017,2430848.495,1779348.524
13018,2430845.973,1779363.311
13019,2430843.421,1779378.092
13020,2430840.852,1779392.87
13021,2430838.28,1779407.648
13022,2430835.629,1779422.412
13023,2430832.977,1779437.176
13024,2430830.326,1779451.94
13025,2430827.603,1779466.69
13026,2430824.872,1779481.44
13027,2430822.141,1779496.189
13028,2430819.409,1779510.938
13029,2430816.678,1779525.687
13030,2430813.946,1779540.436
13031,2430811.215,1779555.186
13032,2430808.483,1779569.935
13033,2430805.759,1779584.685
13034,2430803.161,1779599.458
13035,2430800.563,1779614.232
13036,2430797.966,1779629.005
13037,2430795.368,1779643.778
13038,2430792.77,1779658.552
13039,2430790.173,1779673.325
13040,2430787.575,1779688.098
13041,2430784.978,1779702.872
13042,2430782.38,1779717.645
13043,2430779.753,1779732.413
13044,2430776.97,1779747.153
13045,2430774.133,1779761.881
13046,2430771.053,1779776.562
13047,2430767.718,1779791.186
13048,2430764.343,1779805.801
13049,2430760.831,1779820.384
13050,2430757.302,1779834.963
13051,2430753.726,1779849.531
13052,2430750.146,1779864.097
13053,2430746.565,1779878.663
13054,2430742.985,1779893.23
13055,2430739.404,1779907.796
13056,2430735.824,1779922.363
13057,2430732.243,1779936.929
13058,2430728.663,1779951.495
13059,2430725.082,1779966.062
13060,2430721.502,1779980.628
13061,2430717.921,1779995.194
13062,2430714.341,1780009.761
13063,2430710.76,1780024.327
13064,2430707.18,1780038.893
13065,2430703.599,1780053.46
13066,2430700.019,1780068.026
13067,2430696.438,1780082.593
13068,2430692.857,1780097.159
13069,2430689.277,1780111.725
13070,2430685.696,1780126.292
13071,2430682.116,1780140.858
13072,2430678.535,1780155.424
13073,2430674.955,1780169.991
13074,2430671.35,1780184.551
13075,2430667.645,1780199.086
13076,2430663.94,1780213.622
13077,2430660.236,1780228.157
13078,2430656.522,1780242.69
13079,2430652.785,1780257.217
13080,2430649.048,1780271.744
13081,2430645.311,1780286.271
13082,2430641.574,1780300.798
13083,2430637.837,1780315.325
13084,2430634.1,1780329.852
13085,2430630.363,1780344.379
13086,2430626.626,1780358.906
13087,2430622.889,1780373.433
